geolon(deg),geolat(deg),orbit,trigger_time,t50(ms),t50_err(ms),t50+/-err(ms),satellite_altitude(km),ml_counts,ml_counts_err,ml_counts+/-err,tgf_name,eventtype,normalised_duration,source,ra,dec,start_time_obs,end_time_obs,reliability,geo_long,geo_lat
,,,1349894469.294606,,,,,,,,TGF121010862,,148.482195854187,fermi_tgf,259.3,0.5833,1349894333.004579,1349894481.486775,1.0,300.117,0.033
,,,1470042473.737054,,,,,,,,TGF160801464,,614.409059047699,fermi_tgf,48.6333,0.6833,1470042337.399149,1470042951.808208,1.0,283.3667,10.0333
,,,1642505827.792624,,,,,,,,TGF220118526,,614.4110310077667,fermi_tgf,211.1333,1.3333,1642505690.958282,1642506305.369313,1.0,23.35,-17.75
,,,1407409429.616766,,,,,,,,TGF140807544,,581.6407399177551,fermi_tgf,313.75,1.5833,1407409297.886923,1407409879.527663,1.0,269.4,10.6
,,,1634716129.791431,,,,,,,,TGF211020409,,614.4100251197815,fermi_tgf,114.8,1.6333,1634715997.533408,1634716611.943433,1.0,347.1167,9.15
,,,1449691524.828936,,,,,,,,TGF151209879,,614.4096629619598,fermi_tgf,161.7833,1.7167,1449691387.066899,1449692001.476562,1.0,134.05,-5.8333
,,,1685033801.400903,,,,,,,,TGF230525789,,614.4105880260468,fermi_tgf,265.667,1.7667000000000002,1685033664.19867,1685034278.609258,1.0,345.2,8.3
,,,1267082166.232511,,,,,,,,TGF100225345,,614.4118359088898,fermi_tgf,48.6833,2.3333,1267082030.086076,1267082644.497912,1.0,135.567,-11.433
,,,1600376093.117188,,,,,,,,TGF200917955,,614.4107890129089,fermi_tgf,222.0,2.7667,1600375958.858934,1600376573.269723,1.0,269.7333,22.65
,,,1654514633.716692,,,,,,,,TGF220606558,,614.4106278419495,fermi_tgf,330.3,3.1333,1654514495.81046,1654515110.221088,1.0,209.3333,23.2
,,,1703056418.503802,,,,,,,,TGF231220343,,614.4113118648529,fermi_tgf,68.0333,3.3333,1703056284.26144,1703056898.672752,1.0,126.3,-11.2333
,,,1689098841.176941,,,,,,,,TGF230711838,,614.4101049900055,fermi_tgf,22.75,3.6167,1689098704.87082,1689099319.280925,1.0,277.3167,22.5333
,,,1691648038.00263,,,,,,,,TGF230810343,,614.4126799106598,fermi_tgf,224.067,3.7,1691647903.600019,1691648518.012699,1.0,124.4,9.4167
,,,1496311371.250167,,,,,,,,TGF170601502,,614.4099450111389,fermi_tgf,192.5,4.25,1496311238.592106,1496311853.002051,1.0,108.3667,24.15
,,,1701700415.308844,,,,,,,,TGF231204648,,614.413645029068,fermi_tgf,288.75,4.3667,1701700277.657931,1701700892.071576,1.0,16.2833,-14.6
,,,1352690583.566773,,,,,,,,TGF121112183,,409.6070318222046,fermi_tgf,307.8167,4.4333,1352690445.772509,1352690855.379541,1.0,281.133,6.2
,,,1604041378.033729,,,,,,,,TGF201030335,,614.4111521244049,fermi_tgf,27.0333,4.6,1604041241.103391,1604041855.514543,1.0,124.4333,10.4333
,,,1229991194.665159,,,,,,,,TGF081223051,,614.409943819046,fermi_tgf,347.9,5.0,1229991059.703067,1229991674.113011,0.8353,203.2749,-16.8996
,,,1396715429.406975,,,,,,,,TGF140405771,,614.4111108779907,fermi_tgf,260.2333,5.2833,1396715296.716727,1396715911.127838,1.0,79.0167,6.2
,,,1241949435.9854,,,,,,,,TGF090510498,,614.4096629619598,fermi_tgf,95.4333,5.3667,1241949303.279501,1241949917.689164,0.9804,24.0638,-5.245
,,,1473965663.411884,,,,,,,,TGF160915871,,262.14828610420227,fermi_tgf,353.4,5.3667,1473965530.433728,1473965792.582014,1.0,294.5,3.2333
,,,1406275675.559025,,,,,,,,TGF140725422,,614.4097430706024,fermi_tgf,45.2667,5.45,1406275542.516938,1406276156.926681,1.0,276.85,8.5167
,,,1443819380.792713,,,,,,,,TGF151002956,,614.4105479717255,fermi_tgf,270.033,5.5667,1443819247.366561,1443819861.777109,1.0,286.4,-0.5667
,,,1453486847.286321,,,,,,,,TGF160122806,,614.409863948822,fermi_tgf,90.9167,5.75,1453486711.284243,1453487325.694107,1.0,131.4167,-22.2667
,,,1482244900.090885,,,,,,,,TGF161220654,,614.4126801490784,fermi_tgf,352.2333,5.8167,1482244767.89639,1482245382.30907,1.0,23.2833,-13.5333
,,,1330351334.220073,,,,,,,,TGF120227627,,614.4101860523224,fermi_tgf,115.9667,5.9,1330351200.346045,1330351814.756231,1.0,14.867,-16.583
,,,1709816671.359394,,,,,,,,TGF240307586,,614.4096629619598,fermi_tgf,230.117,5.95,1709816537.533405,1709817151.943068,1.0,289.7833,22.3333
,,,1600143348.218152,,,,,,,,TGF200915261,,614.4107091426849,fermi_tgf,224.1333,6.0833,1600143216.071936,1600143830.482645,1.0,257.8333,17.65
,,,1360515921.226743,,,,,,,,TGF130210754,,614.4105880260468,fermi_tgf,266.5167,6.3,1360515781.992455,1360516396.403043,1.0,283.8333,-1.6667
,,,1507485831.123684,,,,,,,,TGF171008836,,614.409502029419,fermi_tgf,110.7,6.3833,1507485699.057814,1507486313.467316,1.0,169.7667,0.85
,,,1354338963.104855,,,,,,,,TGF121201261,,614.409502029419,fermi_tgf,182.8,6.9333,1354338826.222797,1354339440.632299,1.0,121.583,-1.55
,,,1614160793.419763,,,,,,,,TGF210224458,,606.2179961204529,fermi_tgf,328.283,7.0,1614160662.185673,1614161268.403669,1.0,246.4667,10.3333
,,,1416755782.713787,,,,,,,,TGF141123678,,614.4043109416962,fermi_tgf,358.8167,7.0667,1416755646.488898,1416756260.893209,1.0,77.6,19.1333
,,,1603251770.475389,,,,,,,,TGF201021238,,614.4100251197815,fermi_tgf,78.7667,7.2,1603251633.17724,1603252247.587265,1.0,310.2667,24.9667
,,,1475911137.092002,,,,,,,,TGF161008388,,614.4102659225464,fermi_tgf,114.8167,7.5,1475911004.78586,1475911619.196126,1.0,255.1667,18.4667
,,,1397836240.729246,,,,,,,,TGF140418744,,614.4100251197815,fermi_tgf,22.25,7.6,1397836102.871132,1397836717.281157,1.0,9.95,-4.1
,,,1285393174.328005,,,,,,,,TGF100925319,,606.2188000679016,fermi_tgf,81.1833,7.6333,1285393042.9498,1285393649.1686,1.0,346.85,7.417
,,,1293385244.401507,,,,,,,,TGF101226778,,614.4113121032715,fermi_tgf,75.0167,7.7833,1293385111.919184,1293385726.330496,1.0,43.05,-20.683
,,,1358432762.288931,,,,,,,,TGF130117643,,606.2185988426208,fermi_tgf,280.51,7.81,1358432631.182742,1358433237.401341,1.0,,
,,,1353686735.685056,,,,,,,,TGF121123712,,614.4103472232819,fermi_tgf,227.1,7.8333,1353686603.458938,1353687217.869285,1.0,25.433,-5.267
,,,1441759173.708482,,,,,,,,TGF150909111,,614.4092211723328,fermi_tgf,7.35,8.2167,1441759039.994542,1441759654.403763,1.0,106.8,20.0333
,,,1428174502.739981,,,,,,,,TGF150404881,,614.4112319946289,fermi_tgf,56.25,8.5,1428174364.833668,1428174979.2449,1.0,294.2,5.05
,,,1679561654.350242,,,,,,,,TGF230323413,,614.411071062088,fermi_tgf,193.983,8.5,1679561522.539973,1679562136.951044,1.0,103.2167,4.3167
,,,1456711341.856281,,,,,,,,TGF160229127,,614.4098238945007,fermi_tgf,131.9833,8.6333,1456711203.806175,1456711818.215999,1.0,45.9333,-25.2667
,,,1519194744.754918,,,,,,,,TGF180221314,,614.4116349220276,fermi_tgf,332.8833,8.7,1519194612.400576,1519195226.812211,1.0,185.8833,-8.2833
,,,1258583931.984951,,,,,,,,TGF091118985,,614.4109499454498,fermi_tgf,193.1,8.9833,1258583797.342752,1258584411.753702,1.0,,
,,,1276768511.215608,,,,,,,,TGF100617497,,614.4111518859863,fermi_tgf,81.3333,9.3167,1276768375.805278,1276768990.21643,1.0,120.2,8.75
,,,1392923184.031123,,,,,,,,TGF140220838,,614.4115538597107,fermi_tgf,32.7333,9.6833,1392923044.924535,1392923659.336089,1.0,55.6667,-3.1333
,,,1417682734.211482,,,,,,,,TGF141204407,,614.4104270935059,fermi_tgf,64.6,9.7167,1417682597.713208,1417683212.123635,1.0,174.7667,-15.7833
,,,1690594652.063705,,,,,,,,TGF230729151,,614.4125189781189,fermi_tgf,167.95,9.7667,1690594513.62893,1690595128.041449,1.0,282.4,6.3167
,,,1369026994.941643,,,,,,,,TGF130520303,,606.2168688774109,fermi_tgf,330.45,9.8,1369026863.451831,1369027469.6687,1.0,111.75,23.6167
,,,1550493051.270533,,,,,,,,TGF190218563,,614.4120771884918,fermi_tgf,11.3667,9.8333,1550492919.412145,1550493533.824222,1.0,25.9167,-15.45
,,,1715659125.631464,,,,,,,,TGF240514249,,614.4126799106598,fermi_tgf,105.95,9.8333,1715658993.756822,1715659608.169502,1.0,268.5167,14.0667
,,,1366013697.222559,,,,,,,,TGF130415427,,614.4111919403076,fermi_tgf,187.1167,10.6167,1366013563.412301,1366014177.823493,1.0,89.4833,0.9167
,,,1526996907.529593,,,,,,,,TGF180522659,,606.2197251319885,fermi_tgf,125.4667,10.6667,1526996776.279208,1526997382.498933,1.0,101.0167,2.6833
,,,1462474255.886918,,,,,,,,TGF160505869,,614.4096629619598,fermi_tgf,162.25,10.7167,1462474121.148884,1462474735.558547,1.0,86.9,4.2667
,,,1545942954.72414,,,,,,,,TGF181227900,,614.4135248661041,fermi_tgf,206.2333,10.75,1545942821.713355,1545943436.12688,1.0,126.1667,11.9833
,,,1338358751.439473,,,,,,,,TGF120530347,,581.640377998352,fermi_tgf,206.0167,11.0833,1338358617.453557,1338359199.093935,1.0,276.117,7.733
,,,1504878149.121921,,,,,,,,TGF170908655,,614.4105479717255,fermi_tgf,95.55,11.1,1504878011.999591,1504878626.410139,1.0,110.35,0.65
,,,1607491579.494913,,,,,,,,TGF201209268,,614.4113931655884,fermi_tgf,79.1333,11.4167,1607491443.684465,1607492058.095858,1.0,141.8667,-14.5333
,,,1265134468.039937,,,,,,,,TGF100202802,,614.4106290340424,fermi_tgf,251.0833,11.5833,1265134330.021615,1265134944.432244,1.0,,
,,,1363636854.010127,,,,,,,,TGF130318876,,614.4089789390564,fermi_tgf,357.85,11.8667,1363636715.224157,1363637329.633136,1.0,123.5667,9.25
,,,1527079128.551616,,,,,,,,TGF180523610,,614.4114730358124,fermi_tgf,3.4167,11.9667,1527078992.213269,1527079606.624742,1.0,261.4833,10.9333
,,,1405797887.497222,,,,,,,,TGF140719892,,344.06922602653503,fermi_tgf,264.1333,12.1,1405797749.095237,1405798093.164463,1.0,298.4833,6.5333
,,,1286120294.547133,,,,,,,,TGF101003735,,614.4103469848633,fermi_tgf,268.05,12.2333,1286120157.232931,1286120771.643278,1.0,111.317,-2.467
,,,1370606625.932765,,,,,,,,TGF130607586,,614.4086170196533,fermi_tgf,251.3167,12.45,1370606490.731044,1370607105.139661,1.0,275.2833,23.6833
,,,1412735402.661543,,,,,,,,TGF141008188,,614.4109899997711,fermi_tgf,217.35,12.4667,1412735268.051289,1412735882.462279,1.0,261.2,17.3333
,,,1278003673.963697,,,,,,,,TGF100701793,,614.4093408584595,fermi_tgf,83.3,12.4833,1278003540.553719,1278004154.96306,1.0,122.1,9.367
,,,1686742347.893545,,,,,,,,TGF230614564,,311.30223393440247,fermi_tgf,251.32,12.51,1686742211.618887,1686742522.921121,1.0,282.75,2.9
,,,1618246704.472925,,,,,,,,TGF210412791,,614.4100251197815,fermi_tgf,256.8,12.55,1618246569.510752,1618247183.920777,1.0,98.7667,1.5833
,,,1279269485.300526,,,,,,,,TGF100716443,,614.4099450111389,fermi_tgf,100.3,12.6333,1279269350.642475,1279269965.05242,1.0,125.067,5.117
,,,1528659652.277707,,,,,,,,TGF180610903,,606.2192828655243,fermi_tgf,338.433,12.65,1528659521.18741,1528660127.406693,1.0,18.2667,8.9833
,,,1602003538.881348,,,,,,,,TGF201006791,,344.0707960128784,fermi_tgf,264.8167,12.6667,1602003399.806745,1602003743.877541,1.0,290.0167,5.3833
,,,1269688764.610662,,,,,,,,TGF100327513,,614.4105081558228,fermi_tgf,130.983,12.7167,1269688630.800484,1269689245.210992,1.0,205.133,-9.817
,,,1619378717.700237,,,,,,,,TGF210425893,,614.4121570587158,fermi_tgf,41.5167,13.1,1619378578.801614,1619379193.213771,1.0,126.4833,4.8
,,,1267168018.034881,,,,,,,,TGF100226338,,614.4116749763489,fermi_tgf,6.9833,13.1667,1267167885.296474,1267168499.708149,1.0,125.55,-13.3
,,,1662222797.934003,,,,,,,,TGF220903773,,614.4089789390564,fermi_tgf,75.25,13.2,1662222665.452203,1662223279.861182,1.0,172.2,25.2333
,,,1421951987.229162,,,,,,,,TGF150122819,,614.4097838401794,fermi_tgf,66.0,13.5833,1421951852.395132,1421952466.804916,1.0,128.1667,-8.2667
,,,1535811940.846306,,,,,,,,TGF180901684,,614.4122779369354,fermi_tgf,259.8,13.9,1535811806.315795,1535812420.728073,1.0,15.8667,2.2833
,,,1527672525.082348,,,,,,,,TGF180530478,,614.4124391078949,fermi_tgf,80.2833,13.9333,1527672388.439678,1527673002.852117,1.0,256.6333,10.4667
,,,1427450797.096632,,,,,,,,TGF150327463,,581.6420681476593,fermi_tgf,261.9,13.9667,1427450691.974933,1427451273.617001,1.0,22.5333,-23.1833
,,,1560312829.61107,,,,,,,,TGF190612260,,458.7611808776856,fermi_tgf,17.5667,14.0,1560312695.272551,1560313154.033732,1.0,277.7667,7.5833
,,,1411569611.0164,,,,,,,,TGF140924695,,614.4099450111389,fermi_tgf,203.0667,14.1667,1411569477.702297,1411570092.112242,1.0,181.3833,18.0667
,,,1448675194.244644,,,,,,,,TGF151128116,,614.410628080368,fermi_tgf,347.15,14.3833,1448675056.674439,1448675671.085067,1.0,129.0,-10.9
,,,1350962370.94679,,,,,,,,TGF121023222,,614.4101049900055,fermi_tgf,272.55,15.0167,1350962234.176621,1350962848.586726,1.0,287.417,14.367
,,,1283647028.082637,,,,,,,,TGF100905109,,614.4103469848633,fermi_tgf,312.2333,15.1,1283646889.488418,1283647503.898765,1.0,281.083,25.05
,,,1559649090.893863,,,,,,,,TGF190604577,,614.4139678478241,fermi_tgf,67.8167,15.1667,1559648955.866995,1559649570.280963,1.0,95.55,15.85
,,,1629525519.565205,,,,,,,,TGF210821332,,507.9124331474304,fermi_tgf,326.1,15.3167,1629525386.603102,1629525894.515535,1.0,107.55,15.4833
,,,1481139728.446126,,,,,,,,TGF161207863,,614.4100251197815,fermi_tgf,307.94,15.44,1481139594.540113,1481140208.950138,1.0,175.0167,-10.4167
,,,1582037734.639607,,,,,,,,TGF200218664,,614.4129619598389,fermi_tgf,282.3,15.45,1582037596.524806,1582038210.937768,1.0,138.5667,-13.45
,,,1619501112.227713,,,,,,,,TGF210427309,,614.4130418300629,fermi_tgf,220.5667,15.5,1619500973.728846,1619501588.141888,1.0,131.15,-11.2167
,,,1298055654.140818,,,,,,,,TGF110218834,,614.4101049900055,fermi_tgf,231.7,15.65,1298055515.882586,1298056130.292691,1.0,100.667,3.667
,,,1312206745.658214,,,,,,,,TGF110801661,,614.4093408584595,fermi_tgf,289.4833,15.7,1312206610.888195,1312207225.297536,1.0,121.25,12.267
,,,1315928769.313256,,,,,,,,TGF110913740,,614.4098229408264,fermi_tgf,119.95,16.2,1315928636.063205,1315929250.473028,1.0,87.233,22.35
,,,1527666842.904438,,,,,,,,TGF180530413,,507.9143240451813,fermi_tgf,84.95,16.3167,1527666705.33375,1527667213.248074,1.0,282.15,9.9
,,,1595070215.000631,,,,,,,,TGF200718544,,614.4128820896149,fermi_tgf,206.15,16.35,1595070076.53383,1595070690.946712,1.0,136.8833,9.8
,,,1351934151.165256,,,,,,,,TGF121103428,,614.4104678630829,fermi_tgf,318.2,16.5333,1351934014.379033,1351934628.789501,1.0,195.067,25.083
,,,1432759536.161368,,,,,,,,TGF150527948,,614.409341096878,fermi_tgf,325.0667,16.55,1432759397.167352,1432760011.576693,1.0,189.5,-7.95
,,,1690954496.576223,,,,,,,,TGF230802316,,614.4127600193024,fermi_tgf,42.3,16.7167,1690954361.693551,1690954976.106311,1.0,264.7833,25.4333
,,,1319351171.124543,,,,,,,,TGF111023352,,614.4107899665833,fermi_tgf,208.8333,16.7833,1319351033.650213,1319351648.061003,1.0,145.5,-7.033
,,,1306087885.467589,,,,,,,,TGF110522841,,614.409341096878,fermi_tgf,335.3,16.7833,1306087747.097549,1306088361.50689,1.0,99.583,3.917
,,,1688683635.856998,,,,,,,,TGF230707033,,614.410628080368,fermi_tgf,335.967,16.85,1688683501.182814,1688684115.593442,1.0,273.5667,13.95
,,,1594825543.584068,,,,,,,,TGF200715712,,614.4114739894867,fermi_tgf,192.6167,17.1333,1594825411.757746,1594826026.16922,1.0,137.65,22.4833
,,,1350996405.534545,,,,,,,,TGF121023616,,614.4105072021484,fermi_tgf,254.0833,17.2,1350996271.516322,1350996885.926829,1.0,124.767,6.85
,,,1469210012.115052,,,,,,,,TGF160722829,,614.4093010425568,fermi_tgf,235.4333,17.75,1469209879.68121,1469210494.090511,1.0,278.0833,24.6667
,,,1628133724.65861,,,,,,,,TGF210805224,,614.4124391078949,fermi_tgf,56.05,17.8,1628133589.871894,1628134204.284333,1.0,268.1667,16.7667
,,,1266332118.709539,,,,,,,,TGF100216663,,614.4119160175323,fermi_tgf,82.9667,17.8167,1266331979.938938,1266332594.350854,1.0,111.433,-0.6
,,,1539805890.134516,,,,,,,,TGF181017911,,606.21972489357,fermi_tgf,174.4833,17.8833,1539805756.132105,1539806362.35183,1.0,302.4333,6.0833
,,,1264450296.12308,,,,,,,,TGF100125883,,614.4113929271698,fermi_tgf,228.4333,18.2167,1264450158.424531,1264450772.835924,1.0,24.884,-1.334
,,,1693560873.551148,,,,,,,,TGF230901482,,614.4091401100159,fermi_tgf,73.2833,18.3167,1693560741.565302,1693561355.974442,1.0,260.4,8.9833
,,,1699753456.660438,,,,,,,,TGF231112114,,614.4107091426849,fermi_tgf,167.0,18.4333,1699753318.722139,1699753933.132848,1.0,331.1333,9.8
,,,1569832357.027955,,,,,,,,TGF190930439,,614.4113931655884,fermi_tgf,340.7333,18.4333,1569832218.337458,1569832832.748851,1.0,294.2167,10.9333
,,,1461483639.650255,,,,,,,,TGF160424403,,614.4109899997711,fermi_tgf,172.733,18.4833,1461483501.599908,1461484116.010898,1.0,143.7167,5.3
,,,1664624574.667856,,,,,,,,TGF221001571,,614.4104270935059,fermi_tgf,81.95,18.7833,1664624439.545596,1664625053.956023,1.0,141.9833,-7.1167
,,,1403265854.15808,,,,,,,,TGF140620586,,524.2952449321747,fermi_tgf,307.4667,18.9167,1403265721.804342,1403266246.099587,1.0,271.4333,8.5333
,,,1665073783.246332,,,,,,,,TGF221006771,,614.4126799106598,fermi_tgf,278.9,18.95,1665073648.29973,1665074262.71241,1.0,323.55,20.5
,,,1293866130.245782,,,,,,,,TGF110101344,,614.4092998504639,fermi_tgf,35.3833,19.0167,1293865994.867881,1293866609.277181,1.0,139.65,-15.517
,,,1442552212.287748,,,,,,,,TGF150918289,,614.4096629619598,fermi_tgf,65.8833,19.2167,1442552075.581589,1442552689.991252,1.0,296.75,7.0667
,,,1680295494.102091,,,,,,,,TGF230331948,,614.410628080368,fermi_tgf,58.9,19.2667,1680295354.883695,1680295969.294323,1.0,10.65,2.0167
,,,1618312518.256201,,,,,,,,TGF210413552,,614.4104671478271,fermi_tgf,291.7,19.2833,1618312384.926045,1618312999.336512,1.0,11.0,-7.3833
,,,1423863234.633288,,,,,,,,TGF150213940,,614.4096620082855,fermi_tgf,253.8333,19.3,1423863098.839255,1423863713.248917,1.0,126.0333,-7.25
,,,1631589411.229129,,,,,,,,TGF210914220,,614.4126000404358,fermi_tgf,102.7667,19.4,1631589275.962391,1631589890.374991,1.0,264.05,25.4167
,,,1538407802.639884,,,,,,,,TGF181001729,,614.4111108779907,fermi_tgf,277.8833,19.5667,1538407666.413465,1538408280.824576,1.0,119.0333,-0.9667
,,,1275611475.267975,,,,,,,,TGF100604105,,614.4096620082855,fermi_tgf,60.6667,19.6667,1275611341.569968,1275611955.97963,1.0,11.0,5.8
,,,1498963928.817053,,,,,,,,TGF170702203,,614.4060418605804,fermi_tgf,11.8667,19.9167,1498963790.511748,1498964404.91779,1.0,282.1,6.7
,,,1598174017.778841,,,,,,,,TGF200823468,,614.4091801643372,fermi_tgf,43.7667,19.9333,1598173880.304833,1598174494.714013,1.0,275.6,20.7167
,,,1660495049.768928,,,,,,,,TGF220814776,,614.4101059436798,fermi_tgf,266.2333,19.9833,1660494917.382842,1660495531.792948,1.0,300.4167,21.2333
,,,1522922772.31168,,,,,,,,TGF180405504,,614.4113929271698,fermi_tgf,284.8,19.9833,1522922633.877186,1522923248.288579,1.0,145.8667,-5.9167
,,,1631671047.346942,,,,,,,,TGF210915165,,614.4113931655884,fermi_tgf,1.0333,20.0167,1631670908.512451,1631671522.923844,1.0,27.7167,-8.6167
,,,1422258575.693469,,,,,,,,TGF150126368,,614.4101860523224,fermi_tgf,282.2833,20.2333,1422258436.459261,1422259050.869447,1.0,140.55,-16.9833
,,,1289835616.917434,,,,,,,,TGF101115695,,614.4104678630829,fermi_tgf,31.3333,20.4167,1289835478.17914,1289836092.589608,1.0,146.1,-5.983
,,,1412116641.413954,,,,,,,,TGF141001026,,614.4111518859863,fermi_tgf,238.0833,20.4833,1412116504.771645,1412117119.182797,1.0,268.3333,14.3
,,,1533737340.838011,,,,,,,,TGF180808673,,614.4107899665833,fermi_tgf,57.7667,20.6167,1533737208.355808,1533737822.766598,1.0,349.2667,14.7667
,,,1713999630.670832,,,,,,,,TGF240425042,,614.4101049900055,fermi_tgf,161.067,20.6167,1713999496.348809,1714000110.758914,1.0,171.95,-3.3167
,,,1393457599.822707,,,,,,,,TGF140227023,,614.407329082489,fermi_tgf,154.2,20.7333,1393457466.349201,1393458080.75653,1.0,110.4167,-1.8167
,,,1641406739.824945,,,,,,,,TGF220105805,,614.4142088890076,fermi_tgf,54.1167,21.1,1641406601.821871,1641407216.23608,1.0,129.8,-13.5667
,,,1496104573.920228,,,,,,,,TGF170530108,,614.409581899643,fermi_tgf,0.25,21.2167,1496104439.582312,1496105053.991894,1.0,185.5,-6.6333
,,,1323684209.105578,,,,,,,,TGF111212461,,606.2190411090851,fermi_tgf,14.1333,21.2667,1323684077.599351,1323684683.818392,1.0,115.167,10.0
,,,1608774361.530317,,,,,,,,TGF201224115,,614.4123179912567,fermi_tgf,284.8667,21.3,1608774226.071829,1608774840.484147,1.0,35.9167,-24.95
,,,1522577919.748905,,,,,,,,TGF180401513,,614.4088990688324,fermi_tgf,95.65,21.4833,1522577785.267156,1522578399.676055,1.0,13.6,-3.4333
,,,1684971116.280761,,,,,,,,TGF230525064,,614.4105479717255,fermi_tgf,323.36,21.62,1684970981.942564,1684971596.353112,1.0,249.5667,9.4167
,,,1266177029.660225,,,,,,,,TGF100214868,,614.4120769500732,fermi_tgf,6.65,21.6833,1266176895.46562,1266177509.877697,1.0,27.717,-11.45
,,,1388851747.057034,,,,,,,,TGF140104715,,614.405800819397,fermi_tgf,174.5667,22.1833,1388851611.343789,1388852225.74959,1.0,97.2667,0.7833
,,,1438835360.627827,,,,,,,,TGF150806270,,614.4095821380615,fermi_tgf,207.2167,22.4167,1438835224.977748,1438835839.38733,1.0,278.6667,7.1667
,,,1433878985.590763,,,,,,,,TGF150609905,,614.4088990688324,fermi_tgf,109.05,22.5667,1433878849.716827,1433879464.125726,1.0,119.6667,-0.8167
,,,1558793055.67283,,,,,,,,TGF190525670,,614.410628080368,fermi_tgf,130.3,22.6833,1558792916.438462,1558793530.84909,1.0,123.1,9.1667
,,,1298369672.944705,,,,,,,,TGF110222468,,606.219645023346,fermi_tgf,103.5,22.7,1298369541.758211,1298370147.977856,1.0,143.817,-20.833
,,,1544273546.176122,,,,,,,,TGF181208578,,606.2181961536407,fermi_tgf,229.35,22.7,1544273414.717974,1544274020.93617,1.0,177.7667,4.1833
,,,1308341113.105068,,,,,,,,TGF110617920,,614.4093821048737,fermi_tgf,133.7167,23.0333,1308340979.05506,1308341593.464442,1.0,24.183,7.967
,,,1348606464.426778,,,,,,,,TGF120925954,,614.4101049900055,fermi_tgf,270.0167,23.1,1348606329.800633,1348606944.210738,1.0,5.033,8.033
,,,1555617843.328339,,,,,,,,TGF190418919,,614.4119160175323,fermi_tgf,268.05,23.15,1555617708.28582,1555618322.697736,1.0,121.6,-0.85
,,,1412775348.849821,,,,,,,,TGF141008650,,614.4109508991241,fermi_tgf,201.9,23.35,1412775212.495501,1412775826.906452,1.0,87.7167,18.4333
,,,1565048033.42911,,,,,,,,TGF190806065,,434.1834030151367,fermi_tgf,226.6667,23.5167,1565047901.49098,1565048335.674383,1.0,281.2167,7.3167
,,,1418390806.136584,,,,,,,,TGF141212602,,614.4100251197815,fermi_tgf,53.3333,23.55,1418390671.63846,1418391286.048485,1.0,20.25,-7.3667
