Top,Flux,Region,Start,Trigger Time,Links,
50,C6.42,1041,1263939780,1263940380,1263940800,https://www.spaceweatherlive.com/en/archive/2010/01/19/xray.html
1,X9.96,1263,1312876080,1312877100,1312877280,https://www.spaceweatherlive.com/en/archive/2011/08/09/xray.html
2,X3.3,1158,1297734240,1297734960,1297735560,https://www.spaceweatherlive.com/en/archive/2011/02/15/xray.html
3,X3.03,1283,1315347120,1315347600,1315347840,https://www.spaceweatherlive.com/en/archive/2011/09/06/xray.html
4,X2.85,1339,1320351360,1320352020,1320352320,https://www.spaceweatherlive.com/en/archive/2011/11/03/xray.html
5,X2.74,1302,1316856060,1316857200,1316857680,https://www.spaceweatherlive.com/en/archive/2011/09/24/xray.html
6,X2.6,1283,1315434720,1315435080,1315435440,https://www.spaceweatherlive.com/en/archive/2011/09/07/xray.html
7,X2.14,1302,1316687340,1316689260,1316691840,https://www.spaceweatherlive.com/en/archive/2011/09/22/xray.html
8,X2.14,1166,1299712380,1299712980,1299713340,https://www.spaceweatherlive.com/en/archive/2011/03/09/xray.html
9,X1.34,1261,1312429260,1312430220,1312430640,https://www.spaceweatherlive.com/en/archive/2011/08/04/xray.html
10,X1.34,1261,1311991440,1311991740,1311991920,https://www.spaceweatherlive.com/en/archive/2011/07/30/xray.html
11,X1.07,1302,1316925060,1316926200,1316927100,https://www.spaceweatherlive.com/en/archive/2011/09/25/xray.html
12,X1.02,1302,1316867580,1316870400,1316873400,https://www.spaceweatherlive.com/en/archive/2011/09/24/xray.html
13,M9.61,1283,1315495920,1315496760,1315497120,https://www.spaceweatherlive.com/en/archive/2011/09/08/xray.html
14,M9.61,1158,1298022900,1298023860,1298024100,https://www.spaceweatherlive.com/en/archive/2011/02/18/xray.html
15,M9.49,1158,1297618080,1297618680,1297619220,https://www.spaceweatherlive.com/en/archive/2011/02/13/xray.html
16,M8.71,1261,1312377420,1312379280,1312380600,https://www.spaceweatherlive.com/en/archive/2011/08/03/xray.html
17,M8.37,1302,1316896140,1316896560,1316896920,https://www.spaceweatherlive.com/en/archive/2011/09/24/xray.html
18,M7.71,1283,1315272900,1315273800,1315274700,https://www.spaceweatherlive.com/en/archive/2011/09/06/xray.html
19,M7.57,1165,1299580500,1299581040,1299581700,https://www.spaceweatherlive.com/en/archive/2011/03/08/xray.html
20,M6.43,1302,1316917620,1316917980,1316918220,https://www.spaceweatherlive.com/en/archive/2011/09/25/xray.html
21,M6.29,1165,1299607680,1299608880,1299609660,https://www.spaceweatherlive.com/en/archive/2011/03/08/xray.html
22,M6.21,1339,1320270720,1320271260,1320272340,https://www.spaceweatherlive.com/en/archive/2011/11/02/xray.html
23,M6,1169,1300131000,1300132320,1300132440,https://www.spaceweatherlive.com/en/archive/2011/03/14/xray.html
24,M5.85,1302,1317013560,1317013680,1317013980,https://www.spaceweatherlive.com/en/archive/2011/09/26/xray.html
25,M5.77,1387,1324836660,1324836960,1324837200,https://www.spaceweatherlive.com/en/archive/2011/12/25/xray.html
26,M5.64,1305,1317515820,1317516600,1317517140,https://www.spaceweatherlive.com/en/archive/2011/10/02/xray.html
27,M5.44,1339,1320462480,1320464100,1320465480,https://www.spaceweatherlive.com/en/archive/2011/11/05/xray.html
28,M5.39,1302,1316964360,1316964780,1316965080,https://www.spaceweatherlive.com/en/archive/2011/09/25/xray.html
29,M5.29,1164,1299526980,1299528720,1299531480,https://www.spaceweatherlive.com/en/archive/2011/03/07/xray.html
30,M5.05,1263,1312826400,1312827000,1312827480,https://www.spaceweatherlive.com/en/archive/2011/08/08/xray.html
31,M5.04,1163,1298532180,1298532900,1298533320,https://www.spaceweatherlive.com/en/archive/2011/02/24/xray.html
32,M4.65,1286,1315135260,1315136700,1315137000,https://www.spaceweatherlive.com/en/archive/2011/09/04/xray.html
33,M4.56,1302,1316884740,1316885100,1316885460,https://www.spaceweatherlive.com/en/archive/2011/09/24/xray.html
34,M4.54,1302,1316940360,1316940540,1316940720,https://www.spaceweatherlive.com/en/archive/2011/09/25/xray.html
35,M4.43,1302,1316891340,1316892060,1316893260,https://www.spaceweatherlive.com/en/archive/2011/09/24/xray.html
36,M4.09,1302,1316887140,1316888100,1316888640,https://www.spaceweatherlive.com/en/archive/2011/09/24/xray.html
37,M3.86,1283,1315548060,1315548660,1315549020,https://www.spaceweatherlive.com/en/archive/2011/09/09/xray.html
38,M3.77,1302,1317047820,1317048360,1317049320,https://www.spaceweatherlive.com/en/archive/2011/09/26/xray.html
39,M3.72,1339,1320317880,1320318660,1320319200,https://www.spaceweatherlive.com/en/archive/2011/11/03/xray.html
40,M3.67,1263,1312859940,1312862040,1312862880,https://www.spaceweatherlive.com/en/archive/2011/08/09/xray.html
41,M3.65,1226,1307427360,1307428860,1307429940,https://www.spaceweatherlive.com/en/archive/2011/06/07/xray.html
42,M3.51,1389,1325336940,1325337300,1325337540,https://www.spaceweatherlive.com/en/archive/2011/12/31/xray.html
43,M3.43,1387,1324930320,1324931400,1324931760,https://www.spaceweatherlive.com/en/archive/2011/12/26/xray.html
44,M3.27,1158,1297704000,1297704360,1297704720,https://www.spaceweatherlive.com/en/archive/2011/02/14/xray.html
45,M3.19,1302,1316969460,1316969880,1316970540,https://www.spaceweatherlive.com/en/archive/2011/09/25/xray.html
46,M3.11,1339,1320362880,1320363360,1320363840,https://www.spaceweatherlive.com/en/archive/2011/11/03/xray.html
47,M3,1389,1325194980,1325195460,1325195940,https://www.spaceweatherlive.com/en/archive/2011/12/29/xray.html
48,M2.85,1302,1316821680,1316822160,1316736240,https://www.spaceweatherlive.com/en/archive/2011/09/23/xray.html
49,M2.81,1346,1321360200,1321360980,1321361400,https://www.spaceweatherlive.com/en/archive/2011/11/15/xray.html
50,M2.78,1389,1325166000,1325166600,1325167260,https://www.spaceweatherlive.com/en/archive/2011/12/29/xray.html
1,X7.79,1429,1331078520,1331079840,1331080800,https://www.spaceweatherlive.com/en/archive/2012/03/07/xray.html
2,X2.57,1402,1327685820,1327689420,1327690560,https://www.spaceweatherlive.com/en/archive/2012/01/27/xray.html
3,X2.37,1598,1350961980,1350962220,1350962460,https://www.spaceweatherlive.com/en/archive/2012/10/23/xray.html
4,X2.03,1520,1342107420,1342111740,1342114200,https://www.spaceweatherlive.com/en/archive/2012/07/12/xray.html
5,X1.97,1430,1331082300,1331082840,1331083380,https://www.spaceweatherlive.com/en/archive/2012/03/07/xray.html
6,X1.64,1429,1330914600,1330920540,1330922580,https://www.spaceweatherlive.com/en/archive/2012/03/05/xray.html
7,X1.61,1515,1341615660,1341616080,1341616440,https://www.spaceweatherlive.com/en/archive/2012/07/06/xray.html
8,X1.3,1598,1350756300,1350756840,1350757140,https://www.spaceweatherlive.com/en/archive/2012/10/20/xray.html
9,X1.26,1402,1327289880,1327291140,1327293240,https://www.spaceweatherlive.com/en/archive/2012/01/23/xray.html
10,X1.22,1429,1331399700,1331401440,1331404200,https://www.spaceweatherlive.com/en/archive/2012/03/10/xray.html
11,X1.14,1429,1331658720,1331660460,1331663100,https://www.spaceweatherlive.com/en/archive/2012/03/13/xray.html
12,X1.12,1520,1342671420,1342677480,1342680960,https://www.spaceweatherlive.com/en/archive/2012/07/19/xray.html
13,M9.93,1515,1341764580,1341765120,1341765720,https://www.spaceweatherlive.com/en/archive/2012/07/08/xray.html
14,M9.15,1429,1331263320,1331265180,1331266680,https://www.spaceweatherlive.com/en/archive/2012/03/09/xray.html
15,M8.9,1515,1341488340,1341488640,1341488940,https://www.spaceweatherlive.com/en/archive/2012/07/05/xray.html
16,M8.83,1532,1343508240,1343508960,1343509440,https://www.spaceweatherlive.com/en/archive/2012/07/28/xray.html
17,M8.59,1613,1352771880,1352772240,1352772360,https://www.spaceweatherlive.com/en/archive/2012/11/13/xray.html
18,M8.25,1476,1336623060,1336623480,1336623780,https://www.spaceweatherlive.com/en/archive/2012/05/10/xray.html
19,M8.08,1515,1341225780,1341226320,1341226620,https://www.spaceweatherlive.com/en/archive/2012/07/02/xray.html
20,M7.99,1548,1345249440,1345251720,1345252020,https://www.spaceweatherlive.com/en/archive/2012/08/18/xray.html
21,M7.67,1515,1341395220,1341395700,1341395820,https://www.spaceweatherlive.com/en/archive/2012/07/04/xray.html
22,M7.32,1476,1337217900,1337219220,1337220840,https://www.spaceweatherlive.com/en/archive/2012/05/17/xray.html
23,M7.26,1598,1350931080,1350931860,1350932460,https://www.spaceweatherlive.com/en/archive/2012/10/22/xray.html
24,M6.81,1476,1336566060,1336566720,1336566960,https://www.spaceweatherlive.com/en/archive/2012/05/09/xray.html
25,M6.75,1515,1341458700,1341459360,1341459540,https://www.spaceweatherlive.com/en/archive/2012/07/05/xray.html
26,M6.68,1515,1341439380,1341439740,1341440100,https://www.spaceweatherlive.com/en/archive/2012/07/04/xray.html
27,M5.91,1476,1336597260,1336597500,1336597740,https://www.spaceweatherlive.com/en/archive/2012/05/09/xray.html
28,M5.47,1515,1341259140,1341259620,1341259980,https://www.spaceweatherlive.com/en/archive/2012/07/02/xray.html
29,M5.08,1618,1353510600,1353511800,1353512280,https://www.spaceweatherlive.com/en/archive/2012/11/21/xray.html
30,M4.85,1429,1330709340,1330710360,1330711620,https://www.spaceweatherlive.com/en/archive/2012/03/02/xray.html
31,M4.79,1496,1338745680,1338746100,1338746220,https://www.spaceweatherlive.com/en/archive/2012/06/03/xray.html
32,M4.61,1402,1326980640,1326989100,1326995400,https://www.spaceweatherlive.com/en/archive/2012/01/19/xray.html
33,M4.28,1515,1341538620,1341538800,1341538920,https://www.spaceweatherlive.com/en/archive/2012/07/06/xray.html
34,M4.15,1513,1341169860,1341170280,1341170460,https://www.spaceweatherlive.com/en/archive/2012/07/01/xray.html
35,M4.14,1613,1352839800,1352840040,1352840220,https://www.spaceweatherlive.com/en/archive/2012/11/13/xray.html
36,M4.03,1432,1331737680,1331738460,1331739360,https://www.spaceweatherlive.com/en/archive/2012/03/14/xray.html
37,M4.01,1532,1343409420,1343409960,1343410320,https://www.spaceweatherlive.com/en/archive/2012/07/27/xray.html
38,M3.77,1515,1341658620,1341658980,1341659220,https://www.spaceweatherlive.com/en/archive/2012/07/07/xray.html
39,M3.56,1613,1352785320,1352785800,1352786040,https://www.spaceweatherlive.com/en/archive/2012/11/13/xray.html
40,M3.55,1515,1341450300,1341450600,1341450900,https://www.spaceweatherlive.com/en/archive/2012/07/05/xray.html
41,M3.52,1513,1340899620,1340899920,1340900100,https://www.spaceweatherlive.com/en/archive/2012/06/28/xray.html
42,M3.46,1548,1345209120,1345209540,1345209780,https://www.spaceweatherlive.com/en/archive/2012/08/17/xray.html
43,M3.35,-,1349694300,1349695020,1349695380,https://www.spaceweatherlive.com/en/archive/2012/10/08/xray.html
44,M3.35,1515,1341403620,1341404640,1341405120,https://www.spaceweatherlive.com/en/archive/2012/07/04/xray.html
45,M3.35,1515,1341376080,1341376620,1341377100,https://www.spaceweatherlive.com/en/archive/2012/07/04/xray.html
46,M3.34,1532,1343542500,1343542920,1343543340,https://www.spaceweatherlive.com/en/archive/2012/07/29/xray.html
47,M3.23,1515,1341455700,1341456120,1341456420,https://www.spaceweatherlive.com/en/archive/2012/07/05/xray.html
48,M3.22,1620,1354137600,1354138560,1354139280,https://www.spaceweatherlive.com/en/archive/2012/11/28/xray.html
49,M3.22,1513,1340961180,1340961600,1340961720,https://www.spaceweatherlive.com/en/archive/2012/06/29/xray.html
50,M3.13,1494,1339012440,1339013160,1339013580,https://www.spaceweatherlive.com/en/archive/2012/06/06/xray.html
1,X4.93,1890,1383689220,1383689520,1383689700,https://www.spaceweatherlive.com/en/archive/2013/11/05/xray.html
2,X4.64,1748,1368489600,1368493860,1368494400,https://www.spaceweatherlive.com/en/archive/2013/05/14/xray.html
3,X4.11,1748,1368460080,1368461100,1368461760,https://www.spaceweatherlive.com/en/archive/2013/05/13/xray.html
4,X3.37,1875,1383082920,1383083640,1383084060,https://www.spaceweatherlive.com/en/archive/2013/10/29/xray.html
5,X3.05,1882,1382712660,1382713380,1382713920,https://www.spaceweatherlive.com/en/archive/2013/10/25/xray.html
6,X2.51,1748,1368409980,1368411420,1368412320,https://www.spaceweatherlive.com/en/archive/2013/05/13/xray.html
7,X2.49,1882,1382687580,1382688060,1382688540,https://www.spaceweatherlive.com/en/archive/2013/10/25/xray.html
8,X1.85,1748,1368581100,1368582480,1368583080,https://www.spaceweatherlive.com/en/archive/2013/05/15/xray.html
9,X1.62,1890,1384060080,1384060440,1384060680,https://www.spaceweatherlive.com/en/archive/2013/11/10/xray.html
10,X1.59,1890,1383884400,1383884760,1383884940,https://www.spaceweatherlive.com/en/archive/2013/11/08/xray.html
11,X1.49,1893,1384856040,1384856760,1384857240,https://www.spaceweatherlive.com/en/archive/2013/11/19/xray.html
12,X1.47,1875,1382924460,1382925780,1382926320,https://www.spaceweatherlive.com/en/archive/2013/10/28/xray.html
13,X1.34,1877,1382574060,1382574600,1382574900,https://www.spaceweatherlive.com/en/archive/2013/10/24/xray.html
14,M9.34,1719,1365663300,1365664560,1365665340,https://www.spaceweatherlive.com/en/archive/2013/04/11/xray.html
15,M9.26,1936,1388526300,1388527080,1388528400,https://www.spaceweatherlive.com/en/archive/2013/12/31/xray.html
16,M9.12,1884,1383335160,1383335580,1383335880,https://www.spaceweatherlive.com/en/archive/2013/11/01/xray.html
17,M8.56,1762,1370643060,1370645340,1370646240,https://www.spaceweatherlive.com/en/archive/2013/06/07/xray.html
18,M8.19,1739,1367601840,1367602320,1367602860,https://www.spaceweatherlive.com/en/archive/2013/05/03/xray.html
19,M7.37,1875,1382934720,1382935260,1382935560,https://www.spaceweatherlive.com/en/archive/2013/10/28/xray.html
20,M7.24,1745,1369228080,1369229520,1369231680,https://www.spaceweatherlive.com/en/archive/2013/05/22/xray.html
21,M7.14,1884,1383455760,1383456120,1383456360,https://www.spaceweatherlive.com/en/archive/2013/11/03/xray.html
22,M6.34,1882,1382972820,1382973300,1382973660,https://www.spaceweatherlive.com/en/archive/2013/10/28/xray.html
23,M6.08,1875,1382476500,1382476800,1382476920,https://www.spaceweatherlive.com/en/archive/2013/10/22/xray.html
24,M5.67,1745,1368146640,1368147420,1368148080,https://www.spaceweatherlive.com/en/archive/2013/05/10/xray.html
25,M5.48,1890,1383745140,1383745560,1383745980,https://www.spaceweatherlive.com/en/archive/2013/11/06/xray.html
26,M5.14,1875,1382610600,1382610780,1382611020,https://www.spaceweatherlive.com/en/archive/2013/10/24/xray.html
27,M5.1,1884,1382877360,1382878080,1382878320,https://www.spaceweatherlive.com/en/archive/2013/10/27/xray.html
28,M5.07,1934,1387494360,1387495140,1387495560,https://www.spaceweatherlive.com/en/archive/2013/12/19/xray.html
29,M4.82,1928,1387724760,1387725120,1387725540,https://www.spaceweatherlive.com/en/archive/2013/12/22/xray.html
30,M4.79,1718,1365796320,1365799080,1365799560,https://www.spaceweatherlive.com/en/archive/2013/04/12/xray.html
31,M4.73,1818,1376763360,1376763840,1376764500,https://www.spaceweatherlive.com/en/archive/2013/08/17/xray.html
32,M4.61,1748,1368780180,1368781020,1368782340,https://www.spaceweatherlive.com/en/archive/2013/05/17/xray.html
33,M4.53,1936,1388303340,1388303760,1388304000,https://www.spaceweatherlive.com/en/archive/2013/12/29/xray.html
34,M4.49,1875,1382659080,1382573280,1382573760,https://www.spaceweatherlive.com/en/archive/2013/10/24/xray.html
35,M4.47,1884,1382815440,1382815620,1382815800,https://www.spaceweatherlive.com/en/archive/2013/10/26/xray.html
36,M4.29,1882,1382669280,1382670120,1382670720,https://www.spaceweatherlive.com/en/archive/2013/10/25/xray.html
37,M4.2,1778,1372020480,1372020960,1372021140,https://www.spaceweatherlive.com/en/archive/2013/06/23/xray.html
38,M4.18,1777,1371781800,1371784440,1371786180,https://www.spaceweatherlive.com/en/archive/2013/06/21/xray.html
39,M4.06,1865,1381281780,1381283280,1381283760,https://www.spaceweatherlive.com/en/archive/2013/10/09/xray.html
40,M4.04,1875,1382968800,1382969100,1382969520,https://www.spaceweatherlive.com/en/archive/2013/10/28/xray.html
41,M3.95,1875,1382560860,1382561580,1382561940,https://www.spaceweatherlive.com/en/archive/2013/10/23/xray.html
42,M3.94,1882,1382971560,1382972460,1382972640,https://www.spaceweatherlive.com/en/archive/2013/10/28/xray.html
43,M3.68,1875,1382608740,1382609340,1382609820,https://www.spaceweatherlive.com/en/archive/2013/10/24/xray.html
44,M3.63,1890,1383639120,1383639480,1383639660,https://www.spaceweatherlive.com/en/archive/2013/11/05/xray.html
45,M3.56,1897,1384167660,1384168680,1384169400,https://www.spaceweatherlive.com/en/archive/2013/11/11/xray.html
46,M3.53,1890,1383833700,1383834300,1383834660,https://www.spaceweatherlive.com/en/archive/2013/11/07/xray.html
47,M3.38,1890,1383795240,1383795600,1383795780,https://www.spaceweatherlive.com/en/archive/2013/11/07/xray.html
48,M3.34,1882,1382767140,1382767560,1382768400,https://www.spaceweatherlive.com/en/archive/2013/10/26/xray.html
49,M3.33,1882,1382727900,1382728860,1382729040,https://www.spaceweatherlive.com/en/archive/2013/10/25/xray.html
50,M3.32,1891,1383902520,1383902880,1383903060,https://www.spaceweatherlive.com/en/archive/2013/11/08/xray.html
1,X7.13,1990,1393288740,1393289340,1393290180,https://www.spaceweatherlive.com/en/archive/2014/02/25/xray.html
2,X4.58,2192,1414184820,1414186860,1414188780,https://www.spaceweatherlive.com/en/archive/2014/10/24/xray.html
3,X3.17,2087,1402400160,1402400520,1402400640,https://www.spaceweatherlive.com/en/archive/2014/06/10/xray.html
4,X2.96,2192,1414419120,1414421220,1414422540,https://www.spaceweatherlive.com/en/archive/2014/10/27/xray.html
5,X2.88,2192,1414317840,1414320960,1414322280,https://www.spaceweatherlive.com/en/archive/2014/10/26/xray.html
6,X2.69,2242,1419034260,1419035280,1419036900,https://www.spaceweatherlive.com/en/archive/2014/12/20/xray.html
7,X2.39,2192,1413986520,1413988080,1413989400,https://www.spaceweatherlive.com/en/archive/2014/10/22/xray.html
8,X2.39,2158,1410369660,1410371100,1410373200,https://www.spaceweatherlive.com/en/archive/2014/09/10/xray.html
9,X2.3,2205,1415379180,1415381160,1415381640,https://www.spaceweatherlive.com/en/archive/2014/11/07/xray.html
10,X2.22,2087,1402403760,1402404720,1402405380,https://www.spaceweatherlive.com/en/archive/2014/06/10/xray.html
11,X1.99,2035,1398385020,1398385620,1398386280,https://www.spaceweatherlive.com/en/archive/2014/04/25/xray.html
12,X1.79,1944,1389117840,1389119520,1389121080,https://www.spaceweatherlive.com/en/archive/2014/01/07/xray.html
13,X1.58,2192,1413692220,1413694980,1413697680,https://www.spaceweatherlive.com/en/archive/2014/10/19/xray.html
14,X1.5,2192,1414256100,1414256880,1414260660,https://www.spaceweatherlive.com/en/archive/2014/10/25/xray.html
15,X1.45,2017,1396114500,1396115280,1396115640,https://www.spaceweatherlive.com/en/archive/2014/03/29/xray.html
16,X1.43,2087,1402477140,1402477560,1402477800,https://www.spaceweatherlive.com/en/archive/2014/06/11/xray.html
17,X1.42,1936,1388601600,1388602320,1388602980,https://www.spaceweatherlive.com/en/archive/2014/01/01/xray.html
18,X1.34,1996,1394663280,1394663640,1394663940,https://www.spaceweatherlive.com/en/archive/2014/03/12/xray.html
19,X1.26,2192,1413940560,1413943140,1413944880,https://www.spaceweatherlive.com/en/archive/2014/10/22/xray.html
20,X1.25,2242,1418790300,1418791860,1418793600,https://www.spaceweatherlive.com/en/archive/2014/12/17/xray.html
21,X1.14,2205,1415179560,1415180820,1415181300,https://www.spaceweatherlive.com/en/archive/2014/11/05/xray.html
22,X1.05,2173,1412275740,1412276460,1412277240,https://www.spaceweatherlive.com/en/archive/2014/10/02/xray.html
23,X1.05,2036,1397824260,1397826180,1397827200,https://www.spaceweatherlive.com/en/archive/2014/04/18/xray.html
24,X1.04,1944,1389089220,1389089580,1389091020,https://www.spaceweatherlive.com/en/archive/2014/01/07/xray.html
25,X1.03,2192,1414368360,1414370040,1414370640,https://www.spaceweatherlive.com/en/archive/2014/10/27/xray.html
26,M9.92,2241,1418938860,1418939880,1418941500,https://www.spaceweatherlive.com/en/archive/2014/12/18/xray.html
27,M9.74,2192,1414403940,1414404540,1414405560,https://www.spaceweatherlive.com/en/archive/2014/10/27/xray.html
28,M9.58,1967,1391096880,1391098260,1391099280,https://www.spaceweatherlive.com/en/archive/2014/01/30/xray.html
29,M9.48,2192,1414466580,1414467120,1414467660,https://www.spaceweatherlive.com/en/archive/2014/10/28/xray.html
30,M9.41,2205,1415052900,1415054400,1415055180,https://www.spaceweatherlive.com/en/archive/2014/11/03/xray.html
31,M9.36,2113,1404835560,1404836400,1404837000,https://www.spaceweatherlive.com/en/archive/2014/07/08/xray.html
32,M9.35,2027,1396444680,1396447500,1396448880,https://www.spaceweatherlive.com/en/archive/2014/04/02/xray.html
33,M8.83,2222,1417716300,1417717500,1417719360,https://www.spaceweatherlive.com/en/archive/2014/12/04/xray.html
34,M8.58,2151,1408881600,1408882620,1408883100,https://www.spaceweatherlive.com/en/archive/2014/08/24/xray.html
35,M8.22,2209,1416159300,1416160080,1416160620,https://www.spaceweatherlive.com/en/archive/2014/11/16/xray.html
36,M7.85,2205,1415244720,1415245560,1415246520,https://www.spaceweatherlive.com/en/archive/2014/11/06/xray.html
37,M7.6,2056,1399543140,1399543620,1399544280,https://www.spaceweatherlive.com/en/archive/2014/05/08/xray.html
38,M7.48,1967,1391486220,1391486400,1391486760,https://www.spaceweatherlive.com/en/archive/2014/02/04/xray.html
39,M7.31,2173,1411871940,1411873080,1411874340,https://www.spaceweatherlive.com/en/archive/2014/09/28/xray.html
40,M7.18,1967,1390860300,1390860600,1390860900,https://www.spaceweatherlive.com/en/archive/2014/01/27/xray.html
41,M7.04,1967,1390935600,1390938000,1390938360,https://www.spaceweatherlive.com/en/archive/2014/01/28/xray.html
42,M6.56,2158,1410304320,1410222540,1410226260,https://www.spaceweatherlive.com/en/archive/2014/09/09/xray.html
43,M6.49,2192,1413820800,1413823020,1413824100,https://www.spaceweatherlive.com/en/archive/2014/10/20/xray.html
44,M6.39,1967,1391333040,1391333460,1391333760,https://www.spaceweatherlive.com/en/archive/2014/02/02/xray.html
45,M6.2,2192,1413464280,1413464580,1413464700,https://www.spaceweatherlive.com/en/archive/2014/10/16/xray.html
46,M6.05,2192,1414346820,1414347300,1414347600,https://www.spaceweatherlive.com/en/archive/2014/10/26/xray.html
47,M5.83,2192,1414136220,1414136880,1414137180,https://www.spaceweatherlive.com/en/archive/2014/10/24/xray.html
48,M5.81,1944,1388862300,1388864760,1388866980,https://www.spaceweatherlive.com/en/archive/2014/01/04/xray.html
49,M5.68,2146,1408997160,1408998060,1408998540,https://www.spaceweatherlive.com/en/archive/2014/08/25/xray.html
50,M5.61,2192,1413795600,1413796260,1413796800,https://www.spaceweatherlive.com/en/archive/2014/10/20/xray.html
1,X3.93,2339,1430863500,1430863860,1430864100,https://www.spaceweatherlive.com/en/archive/2015/05/05/xray.html
2,X3.15,2297,1426090260,1426090920,1426091340,https://www.spaceweatherlive.com/en/archive/2015/03/11/xray.html
3,X1.33,2297,1425764700,1425766920,1425769080,https://www.spaceweatherlive.com/en/archive/2015/03/07/xray.html
4,X1.18,2290,1425345900,1425346500,1425346920,https://www.spaceweatherlive.com/en/archive/2015/03/03/xray.html
5,X1.13,2371,1435219320,1435220160,1435223100,https://www.spaceweatherlive.com/en/archive/2015/06/25/xray.html
6,X1.13,2371,1435219320,1435220160,1435223100,https://www.spaceweatherlive.com/en/archive/2015/06/25/xray.html
7,X1.09,2422,1443451980,1443452280,1443452580,https://www.spaceweatherlive.com/en/archive/2015/09/28/xray.html
8,M9.46,2371,1434994740,1434997380,1434999060,https://www.spaceweatherlive.com/en/archive/2015/06/22/xray.html
9,M8.38,2297,1425943740,1425945180,1425859920,https://www.spaceweatherlive.com/en/archive/2015/03/09/xray.html
10,M8.1,2257,1421122380,1421123040,1421123880,https://www.spaceweatherlive.com/en/archive/2015/01/13/xray.html
11,M8.05,2403,1440401160,1440401580,1440401700,https://www.spaceweatherlive.com/en/archive/2015/08/24/xray.html
12,M7.97,2422,1443744360,1443744780,1443745020,https://www.spaceweatherlive.com/en/archive/2015/10/02/xray.html
13,M7.43,2297,1425957540,1425957840,1425958080,https://www.spaceweatherlive.com/en/archive/2015/03/10/xray.html
14,M7.09,2257,1421124360,1421125080,1421125800,https://www.spaceweatherlive.com/en/archive/2015/01/13/xray.html
15,M6.75,2473,1450830180,1450831200,1450831920,https://www.spaceweatherlive.com/en/archive/2015/12/23/xray.html
16,M6.59,2422,1443704580,1443705000,1443705240,https://www.spaceweatherlive.com/en/archive/2015/10/01/xray.html
17,M6.5,2297,1425910920,1425911580,1425911820,https://www.spaceweatherlive.com/en/archive/2015/03/09/xray.html
18,M6.08,2297,1426168200,1426169280,1426169580,https://www.spaceweatherlive.com/en/archive/2015/03/12/xray.html
19,M5.89,2290,1425324060,1425324660,1425324960,https://www.spaceweatherlive.com/en/archive/2015/03/02/xray.html
20,M5.78,2322,1429629840,1429631100,1429631460,https://www.spaceweatherlive.com/en/archive/2015/04/21/xray.html
21,M5.66,2449,1447073340,1447074720,1447075680,https://www.spaceweatherlive.com/en/archive/2015/11/09/xray.html
22,M5.54,2367,1434879480,1434879840,1434880200,https://www.spaceweatherlive.com/en/archive/2015/06/21/xray.html
23,M5.41,2290,1425309000,1425310080,1425310620,https://www.spaceweatherlive.com/en/archive/2015/03/02/xray.html
24,M5.34,2443,1446643860,1446645120,1446646380,https://www.spaceweatherlive.com/en/archive/2015/11/04/xray.html
25,M5.16,2423,1443411900,1443412500,1443412740,https://www.spaceweatherlive.com/en/archive/2015/09/28/xray.html
26,M5.04,2403,1440278340,1440278640,1440278880,https://www.spaceweatherlive.com/en/archive/2015/08/22/xray.html
27,M4.69,2297,1426135260,1426135560,1426135800,https://www.spaceweatherlive.com/en/archive/2015/03/12/xray.html
28,M4.44,2297,1425615240,1425617820,1425619620,https://www.spaceweatherlive.com/en/archive/2015/03/06/xray.html
29,M4.39,2371,1434645000,1434648960,1434651900,https://www.spaceweatherlive.com/en/archive/2015/06/18/xray.html
30,M4.24,2422,1443503100,1443503760,1443504180,https://www.spaceweatherlive.com/en/archive/2015/09/29/xray.html
31,M4.17,2403,1440650880,1440654240,1440655380,https://www.spaceweatherlive.com/en/archive/2015/08/27/xray.html
32,M4.16,2297,1426117560,1426032120,1426032360,https://www.spaceweatherlive.com/en/archive/2015/03/11/xray.html
33,M4.07,2472,1450659120,1450659780,1450660260,https://www.spaceweatherlive.com/en/archive/2015/12/21/xray.html
34,M3.96,2297,1426196640,1426197060,1426197360,https://www.spaceweatherlive.com/en/archive/2015/03/12/xray.html
35,M3.85,2367,1434852360,1434854160,1434855720,https://www.spaceweatherlive.com/en/archive/2015/06/21/xray.html
36,M3.85,2335,1430845920,1430846640,1430847000,https://www.spaceweatherlive.com/en/archive/2015/05/05/xray.html
37,M3.75,2297,1426060260,1426060620,1426060980,https://www.spaceweatherlive.com/en/archive/2015/03/11/xray.html
38,M3.72,2445,1446638100,1446638580,1446638760,https://www.spaceweatherlive.com/en/archive/2015/11/04/xray.html
39,M3.5,2282,1423520340,1423524900,1423440960,https://www.spaceweatherlive.com/en/archive/2015/02/09/xray.html
40,M3.48,2277,1422619800,1422620160,1422620460,https://www.spaceweatherlive.com/en/archive/2015/01/30/xray.html
41,M3.26,2322,1429616940,1429617420,1429617720,https://www.spaceweatherlive.com/en/archive/2015/04/21/xray.html
42,M3.19,2257,1421238600,1421240280,1421240880,https://www.spaceweatherlive.com/en/archive/2015/01/14/xray.html
43,M3.17,2403,1440767040,1440767760,1440768180,https://www.spaceweatherlive.com/en/archive/2015/08/28/xray.html
44,M3.16,2333,1429611420,1429612800,1429613940,https://www.spaceweatherlive.com/en/archive/2015/04/21/xray.html
