GRB Name;Trigger Time;BAT Ra;BAT Dec;BAT T90;BAT Fluence;XRTSpectral Index;Ra;Dec;Normalised Duration;source
120404A;1333536662.0;235.00215:40:00.5;12.88312:52:58.8;38.7;16+/-1;1.89579;235.159;13.012;38.7;swift
120403B;1333478036.0;54.30203:37:12.5;-89.029-89:01:44.4;7.3;2.1+/-0.4;2.21248;54.338;-89.919;7.3;swift
120403A;1333407923.0;42.45802:49:49.9;40.48940:29:20.4;1.25;1.0+/-0.2;;42.486;40.894;1.25;swift
120401A;1333250655.0;58.05703:52:13.7;-17.658-17:39:28.8;;9.1+/-1.4;1.71119;58.096;-17.835;;swift
120328A;1332896779.0;241.60716:06:25.7;-39.322-39:19:19.2;24.2;4.7+/-0.6;3.00031;241.768;-39.715;24.2;swift
120327A;1332809716.0;246.85416:27:25;-29.415-29:24:54;62.9;36+/-1;1.75797;247.019;-29.709;62.9;swift
120326A;1332717629.0;273.90618:15:37.4;69.24869:14:52.8;69.6;26+/-3;1.86299;274.089;69.94;69.6;swift
120324A;1332565151.0;291.08119:24:19.4;24.14024:08:24;118;101+/-3;2.06101;291.275;24.381;118;swift
120320A;1332240975.0;212.51714:10:04.1;8.68208:40:55.2;25.74;5.9+/-1.6;2.11901;212.659;8.769;25.74;swift
120312A;1331564788.0;251.81216:47:14.9;23.88123:52:51.6;14.2;5.7+/-0.8;1.6081;251.98;24.12;14.2;swift
120311B;1331474890.0;258.55117:14:12.2;-13.068-13:04:04.8;28.2;10+/-1;2.00763;258.723;-13.199;28.2;swift
120311A;1331440418.0;273.07518:12:18;14.29714:17:49.2;3.5;3.0+/-0.3;1.99694;273.257;14.44;3.5;swift
120308A;1331183618.0;219.12314:36:29.5;79.67479:40:26.4;60.6;12+/-1;1.65025;219.269;80.471;60.6;swift
120305A;1330972650.0;47.54903:10:11.8;28.49528:29:42;0.10;2.0+/-0.1;3.1558;47.581;28.78;0.10;swift
120302A;1330649739.0;122.42608:09:42.2;29.64229:38:31.2;;6.6+/-1.3;1.29;122.508;29.938;;swift
120229A;1330522511.0;20.03301:20:07.9;-35.796-35:47:45.6;0.22;0.41+/-0.07;;20.046;-36.154;0.22;swift
120224A;1330054796.0;40.93702:43:44.9;-17.779-17:46:44.4;8.13;2.4+/-0.5;2.22324;40.964;-17.957;8.13;swift
120219A;1329658208.0;129.86208:39:26.9;51.00651:00:21.6;90.5;5.4+/-1.4;2.13375;129.949;51.516;90.5;swift
120218A;1329522562.0;319.764121:19:03.4;-25.4626-25:27:45.4;27.5;53+/-4;;319.977;-25.717;27.5;swift
120215A;1329262875.0;30.05702:00:13.7;8.79008:47:24;26.5;4.0+/-0.6;2.14101;30.077;8.878;26.5;swift
120213A;1329089239.0;300.98720:03:56.9;65.41365:24:46.8;48.9;19+/-1;2.22073;301.188;66.067;48.9;swift
120212A;1329034282.0;43.08602:52:20.6;-18.043-18:02:34.8;5.52;5.1+/-0.6;2.07791;43.115;-18.223;5.52;swift
120211A;1328957908.0;87.78105:51:07.4;-24.795-24:47:42;61.7;8.1+/-1.2;1.22131;87.84;-25.043;61.7;swift
120202A;1328215217.0;203.506513:34:01.6;22.774722:46:28.9;;;;203.642;23.002;;swift
120121A;1327135339.0;249.36316:37:27.1;-23.963-23:57:46.8;26.1;11+/-1;2.32437;249.529;-24.203;26.1;swift
120119A;1326942270.0;120.02908:00:07;-9.076-09:04:33.6;253.8;170;1.61077;120.109;-9.167;253.8;swift
120118B;1326902421.0;124.86208:19:26.9;-7.178-07:10:40.8;23.26;18+/-1;2.20884;124.945;-7.25;23.26;swift
120116A;1326733588.0;16.24001:04:57.6;33.92733:55:37.2;41.0;29+/-1;2.09196;16.251;34.266;41.0;swift
120114A;1326554409.0;317.904321:11:37;57.035857:02:08.9;;;;318.116;57.606;;swift
120106A;1325855784.0;66.12904:24:31;64.05064:03:00;61.6;9.7+/-1.1;2.16391;66.173;64.691;61.6;swift
120102A;1325466955.0;276.22418:24:53.8;24.71324:42:46.8;38.7;43+/-1;2.02376;276.408;24.96;38.7;swift
111229A;1325194672.0;76.56105:06:14.6;-84.687-84:41:13.2;25.4;3.4+/-0.7;1.95309;76.612;-85.534;25.4;swift
111228A;1325083483.0;150.06310:00:15.1;18.28418:17:02.4;101.20;85+/-2;2.03824;150.163;18.467;101.20;swift
111225A;1324781437.0;13.15800:52:37.9;51.57351:34:22.8;106.8;13+/-1.2;1.80018;13.167;52.089;106.8;swift
111222A;1324561915.0;179.19311:56:46.3;69.03669:02:09.6;;;1.69898;179.312;69.726;;swift
111215B;1323977286.0;222.40314:49:36.7;16.43916:26:20.4;;;1.51111;222.551;16.603;;swift
111215A;1323954248.0;349.58223:18:19.7;32.44032:26:24;796;45+/-5;2.12827;349.815;32.764;796;swift
111212A;1323678187.0;310.44220:41:46.1;-68.585-68:35:06;;14+/-2;2.03267;310.649;-69.271;;swift
111211A;1323638253.0;153.09110:12:21.8;11.18211:10:55.2;;;2.10001;153.193;11.294;;swift
111210A;1323524223.0;191.49312:45:58.3;-7.173-07:10:22.8;2.52;1.6+/-0.2;1.52592;191.621;-7.245;2.52;swift
111209A;1323411128.0;14.35000:57:24;-46.799-46:47:56.4;;360+/-10;1.81212;14.36;-47.267;;swift
111208A;1323329291.0;290.215119:20:51.6;40.668640:40:07;;9.8+/-1.8;2.12849;290.409;41.075;;swift
111207A;1323263819.0;92.92406:11:41.8;-39.504-39:30:14.4;3;;;92.986;-39.899;3;swift
111205A;1323087050.0;134.48608:57:56.6;-31.972-31:58:19.2;;;2.03482;134.576;-32.292;;swift
111204A;1323002248.0;336.65122:26:36.2;-31.414-31:24:50.4;48.0;4.7+/-0.9;1.40425;336.875;-31.728;48.0;swift
111201A;1322745765.0;190.485412:41:56.5;32.993532:59:36.6;;4.6+/-0.8;2.27625;190.612;33.323;;swift
111129A;1322579894.0;307.41520:29:39.6;-52.722-52:43:19.2;7.6;1.8+/-0.4;1.96497;307.62;-53.249;7.6;swift
111126A;1322330262.0;276.05718:24:13.7;51.46151:27:39.6;0.8;0.7+/-0.2;;276.241;51.976;0.8;swift
111123A;1322068401.0;154.84510:19:22.8;-20.639-20:38:20.4;290.0;73+/-3;2.55463;154.948;-20.845;290.0;swift
111121A;1321889184.0;154.74610:18:59;-46.670-46:40:12;119;22+/-2;1.90432;154.849;-47.137;119;swift
111117A;1321528421.0;12.70200:50:48.5;23.02123:01:15.6;0.47;1.40+/-0.18;2.19593;12.71;23.251;0.47;swift
111109A;1320803866.0;118.24807:52:59.5;-41.588-41:35:16.8;13.0;2.4+/-0.4;2.87441;118.327;-42.004;13.0;swift
111107A;1320623424.0;129.48708:37:56.9;-66.520-66:31:12;26.6;8.8+/-0.8;2.11569;129.573;-67.185;26.6;swift
111103B;1320314343.0;265.69117:42:45.8;1.60501:36:18;167;80+/-2;1.87283;265.868;1.621;167;swift
111103A;1320312913.0;327.11121:48:26.6;-10.532-10:31:55.2;11.6;14+/-1;;327.329;-10.637;11.6;swift
111029A;1319874280.0;44.78502:59:08.4;57.10157:06:03.6;7.6;3.9+/-0.4;2.695;44.815;57.672;7.6;swift
111026A;1319604449.0;244.25616:17:01.4;-47.435-47:26:06;3.62;1.7+/-0.2;;244.419;-47.909;3.62;swift
111022B;1319296384.0;108.92707:15:42.5;49.66349:39:46.8;79.1;9.0+/-1.2;1.59229;109.0;50.16;79.1;swift
111022A;1319292424.0;275.87118:23:29;-23.666-23:39:57.6;24.7;20+/-1;2.25776;276.055;-23.903;24.7;swift
111020A;1319085229.0;287.02919:08:07;-38.031-38:01:51.6;0.40;0.65+/-0.10;2.19702;287.22;-38.411;0.40;swift
111018A;1318951584.0;271.48218:05:55.7;-3.880-03:52:48;36;4.0+/-0.7;2.12773;271.663;-3.919;36;swift
111016A;1318783024.0;153.82610:15:18.2;27.47427:28:26.4;550;40+/-3;2.24437;153.929;27.749;550;swift
111008A;1318104778.0;60.43904:01:45.4;-32.708-32:42:28.8;63.46;53+/-3;1.94053;60.479;-33.035;63.46;swift
111005A;1317794714.0;223.31514:53:15.6;-19.722-19:43:19.2;26;6.2+/-1.1;;223.464;-19.919;26;swift
110928A;1317167491.0;257.74517:10:58.8;36.54736:32:49.2;26.7;6.9+/-1.1;2.08557;257.917;36.912;26.7;swift
110921A;1316605880.0;294.09419:36:22.6;36.35536:21:18;48.00;24+/-2;2.00841;294.29;36.719;48.00;swift
110918A;1316374017.0;32.57502:10:18;-27.281-27:16:51.6;;;2.33972;32.597;-27.554;;swift
110915B;1316103859.0;77.54805:10:11.5;1.92501:55:30;;;1.95613;77.6;1.944;;swift
110915A;1316085644.0;310.83020:43:19.2;-0.713-00:42:46.8;78.76;57+/-2;2.25257;311.037;-0.72;78.76;swift
110903A;1315010395.0;197.061413:08:14.7;58.985258:59:06.7;;;1.8451;197.193;59.575;;swift
110827A;1314396112.0;164.05910:56:14.2;53.81753:49:01.2;8.5;1.8+/-0.3;;164.168;54.355;8.5;swift
110820A;1313854707.0;343.20322:52:48.7;70.29870:17:52.8;256;8.2+/-1.5;1.81873;343.432;71.001;256;swift
110818A;1313692669.0;317.37321:09:29.5;-63.981-63:58:51.6;103;40+/-2;1.95985;317.585;-64.621;103;swift
110808A;1312777134.0;57.32203:49:17.3;-44.177-44:10:37.2;48;3.3+/-0.8;2.33721;57.36;-44.619;48;swift
110801A;1312220982.0;89.41505:57:39.6;80.95880:57:28.8;385;47+/-3;2.04784;89.475;81.768;385;swift
110731A;1312103370.0;280.51318:42:03.1;-28.536-28:32:09.6;38.8;60+/-1;1.85145;280.7;-28.821;38.8;swift
110726A;1311636640.0;286.71319:06:51.1;56.07056:04:12;5.2;2.2+/-0.3;2.07738;286.904;56.631;5.2;swift
110719A;1311048551.0;24.57001:38:16.8;34.57834:34:40.8;41.0;18+/-2;1.62533;24.586;34.924;41.0;swift
110715A;1310728430.0;237.66515:50:39.6;-46.237-46:14:13.2;13.0;118+/-2;1.85342;237.823;-46.699;13.0;swift
110709B;1310239959.0;164.66810:58:40.3;-23.470-23:28:12;55.6;94+/-2;2.12913;164.778;-23.705;55.6;swift
110709A;1310217869.0;238.89515:55:34.8;40.91840:55:04.8;44.7;100+/-2;2.06148;239.054;41.327;44.7;swift
110708A;1310093002.0;340.120822:40:29;53.959753:57:34.9;;;;340.348;54.499;;swift
110625A;1309028908.0;286.75119:07:00.2;6.75506:45:18;44.5;280+/-10;1.36971;286.942;6.823;44.5;swift
110610A;1307712092.0;308.20520:32:49.2;74.82774:49:37.2;46.4;49+/-1;2.28925;308.41;75.575;46.4;swift
110604A;1307191785.0;271.00318:04:00.7;18.47218:28:19.2;;;1.89726;271.184;18.657;;swift
110530A;1306762262.0;282.04518:48:10.8;61.95361:57:10.8;19.6;3.3+/-0.5;2.13305;282.233;62.573;19.6;swift
110521A;1305985891.0;120.13208:00:31.7;45.81845:49:04.8;13.8;4.4+/-0.5;1.58142;120.212;46.276;13.8;swift
110520A;1305916128.0;134.36308:57:27.1;56.41856:25:04.8;15.7;11+/-1;1.6962;134.453;56.982;15.7;swift
110519A;1305763936.0;261.63817:26:33.1;-23.426-23:25:33.6;27.2;40+/-1;;261.812;-23.66;27.2;swift
110503A;1304436945.0;132.79908:51:11.8;52.21152:12:39.6;10.0;100+/-4;1.90907;132.888;52.733;10.0;swift
110428A;1303941600.0;5.3000:21:12;64.8064:48:00;;;;5.304;65.448;;swift
110422A;1303479715.0;112.05707:28:13.7;75.10075:06:00;25.9;410+/-10;1.89199;112.132;75.851;25.9;swift
110420B;1303332131.0;320.04521:20:10.8;-41.277-41:16:37.2;0.084;0.53+/-0.11;;320.258;-41.69;0.084;swift
110420A;1303290144.0;2.16400:08:39.4;-37.877-37:52:37.2;11.8;59+/-2;2.04862;2.165;-38.256;11.8;swift
110414A;1302759734.0;97.87606:31:30.2;24.34924:20:56.4;152.0;35+/-3;2.23623;97.941;24.592;152.0;swift
110412A;1302586401.0;133.49108:53:57.8;13.48813:29:16.8;23.4;18+/-2;;133.58;13.623;23.4;swift
110411A;1302543251.0;291.42719:25:42.5;67.70667:42:21.6;80.3;33+/-2;2.89624;291.621;68.383;80.3;swift
110407A;1302178001.0;186.02212:24:05.3;15.72615:43:33.6;145;17+/-2;1.7524;186.146;15.883;145;swift
110402A;1301695977.0;197.43213:09:43.7;61.24761:14:49.2;60.9;34+/-4;2.16612;197.564;61.859;60.9;swift
110319B;1300559642.0;326.08821:44:21.1;-56.774-56:46:26.4;14.5;10+/-1;2.30393;326.305;-57.342;14.5;swift
110319A;1300497401.0;356.51023:46:02.4;-66.008-66:00:28.8;19.3;14+/-1;2.22404;356.748;-66.668;19.3;swift
110318B;1300458429.0;211.69114:06:45.8;-51.577-51:34:37.2;4.8;2.9+/-0.3;2.36875;211.832;-52.093;4.8;swift
110318A;1300450459.0;338.29222:33:10.1;-15.278-15:16:40.8;16.0;49+/-2;;338.518;-15.431;16.0;swift
110315A;1300229824.0;279.20518:36:49.2;17.53717:32:13.2;77;41+/-2;2.11774;279.391;17.712;77;swift
110312A;1299948937.0;157.50010:30:00;-5.259-05:15:32.4;28.7;8.2+/-1.3;2.22412;157.605;-5.312;28.7;swift
110305A;1299303481.0;260.87717:23:30.5;-15.810-15:48:36;12.0;8.0+/-1.0;2.06107;261.051;-15.968;12.0;swift
110223B;1298492748.0;150.34010:01:21.6;-68.329-68:19:44.4;54.0;6.1+/-0.8;1.71628;150.44;-69.012;54.0;swift
110223A;1298491019.0;345.38623:01:32.6;87.58687:35:09.6;7.0;1.6+/-0.4;2.08903;345.616;88.462;7.0;swift
110213B;1297603908.0;41.76802:47:04.3;0.95200:57:07.2;;;2.74034;41.796;0.962;;swift
110213A;1297570649.0;42.97802:51:54.7;49.27849:16:40.8;48.0;59+/-4;1.96436;43.007;49.771;48.0;swift
110212A;1297469348.0;69.02504:36:06;43.71643:42:57.6;3.3;2.4+/-0.3;;69.071;44.153;3.3;swift
110210A;1297327961.0;13.10800:52:25.9;7.77807:46:40.8;233;9.6+/-1.9;1.98991;13.117;7.856;233;swift
110208A;1297195846.0;22.48701:29:56.9;-20.561-20:33:39.6;37.4;2.7+/-0.6;2.09745;22.502;-20.767;37.4;swift
110207A;1297073840.0;12.54000:50:09.6;-10.790-10:47:24;80.3;16+/-1;;12.548;-10.898;80.3;swift
110206A;1297012085.0;92.3553506:09:25.3;-58.8075-58:48:27;;;2.02733;92.417;-59.396;;swift
110205A;1296867761.0;164.60310:58:24.7;67.53367:31:58.8;257;170;1.93577;164.713;68.208;257;swift
110201A;1296549308.0;137.48909:09:57.4;88.61088:36:36;13.0;7.0+/-0.5;1.90764;137.581;89.496;13.0;swift
110128A;1296175473.0;193.87112:55:29;28.10828:06:28.8;30.7;7.2+/-1.4;1.74543;194.0;28.389;30.7;swift
110119A;1295472058.0;348.58923:14:21.4;5.98205:58:55.2;208;70+/-2;2.14689;348.821;6.042;208;swift
110112A;1294801938.0;329.93621:59:44.6;26.47026:28:12;0.5;0.30+/-0.09;2.16553;330.156;26.735;0.5;swift
110107A;1294431351.0;299.89019:59:33.6;41.88941:53:20.4;;58+/-5;3.55487;300.09;42.308;;swift
110106B;1294345577.0;134.15508:56:37.2;47.00547:00:18;24.8;20+/-1;2.05121;134.244;47.475;24.8;swift
110106A;1294323916.0;79.29505:17:10.8;64.19964:11:56.4;4.3;3.0+/-0.5;2.5373;79.348;64.841;4.3;swift
110102A;1293990745.0;245.87716:23:30.5;7.61707:37:01.2;264;165+/-3;2.12056;246.041;7.693;264;swift
101225A;1293298665.0;0.203700:00:48.9;44.573944:34:26;1088.0;19+/-4;1.81612;0.204;45.02;1088.0;swift
101224A;1293164833.0;285.93919:03:45.4;45.70645:42:21.6;0.2;0.58+/-0.11;3.41005;286.13;46.163;0.2;swift
101219B;1292772473.0;12.25900:49:02.2;-34.556-34:33:21.6;34;21+/-4;1.85684;12.267;-34.902;34;swift
101219A;1292722289.0;74.58604:58:20.6;-2.527-02:31:37.2;0.6;4.6+/-0.3;1.53346;74.636;-2.552;0.6;swift
101213A;1292233763.0;241.29716:05:11.3;21.90521:54:18;135;50+/-2;2.44956;241.458;22.124;135;swift
101204A;1291503209.0;167.54811:10:11.5;-20.434-20:26:02.4;;12+/-4;2.15199;167.66;-20.638;;swift
101201A;1291194108.0;1.95500:07:49.2;-16.196-16:11:45.6;;;2.19993;1.956;-16.358;;swift
101129A;1291041571.0;155.92110:23:41;-17.645-17:38:42;0.35;~0.9+/-~0.5;;156.025;-17.821;0.35;swift
101117B;1290017603.0;172.99111:31:57.8;-72.651-72:39:03.6;5.2;11+/-1;2.16695;173.106;-73.378;5.2;swift
101114A;1289691170.0;303.19320:12:46.3;14.02914:01:44.4;>10;8.0+/-0.8;1.95975;303.395;14.169;>10;swift
101112A;1289596224.0;292.21834719:28:52.4;39.35903239:21:32.5;;;2.06404;292.413;39.753;;swift
101030A;1288446989.0;166.39011:05:33.6;-16.389-16:23:20.4;92.0;20+/-1;1.99948;166.501;-16.553;92.0;swift
101024A;1287913169.0;66.46504:25:51.6;-77.261-77:15:39.6;18.7;15+/-1;1.81907;66.509;-78.034;18.7;swift
101023A;1287867012.0;317.94921:11:47.8;-65.389-65:23:20.4;80.8;270+/-10;2.13879;318.161;-66.043;80.8;swift
101020A;1287610841.0;189.60712:38:25.7;23.12923:07:44.4;175.0;26+/-3;;189.733;23.36;175.0;swift
101017A;1287304367.0;291.37719:25:30.5;-35.141-35:08:27.6;70.0;180+/-10;1.9045;291.571;-35.492;70.0;swift
101011A;1286809115.0;48.27403:13:05.8;-65.990-65:59:24;71.5;14+/-1;1.80947;48.306;-66.65;71.5;swift
101008A;1286548995.0;328.88221:55:31.7;37.06037:03:36;104;11+/-2;1.83238;329.101;37.431;104;swift
100928A;1285633192.0;223.03714:52:08.9;-28.542-28:32:31.2;3.3;3.5+/-0.6;;223.186;-28.827;3.3;swift
100924A;1285293488.0;0.67200:02:41.3;7.00407:00:14.4;96.0;83+/-3;;0.672;7.074;96.0;swift
100917A;1284692605.0;289.25019:16:60;-17.120-17:07:12;66;8.6+/-1.2;;289.443;-17.291;66;swift
100915A;1284507065.0;315.66421:02:39.4;65.67665:40:33.6;200;15+/-2;1.78147;315.874;66.333;200;swift
100909A;1284015840.0;73.950604:55:48.1;54.654454:39:15.8;;;2.3855;74.0;55.201;;swift
100906A;1283773767.0;28.69701:54:47.3;55.63455:38:02.4;114.4;120;2.02817;28.716;56.19;114.4;swift
100905A;1283692094.0;31.54202:06:10.1;14.91914:55:08.4;3.4;1.7+/-0.2;1.92352;31.563;15.068;3.4;swift
100904A;1283556823.0;172.90711:31:37.7;-16.185-16:11:06;31.3;13+/-1;;173.022;-16.347;31.3;swift
100902A;1283448714.0;48.62603:14:30.2;30.97030:58:12;428.8;32+/-2;2.35636;48.658;31.28;428.8;swift
100901A;1283340850.0;27.25201:49:00.5;22.75122:45:03.6;439;21+/-3;1.98285;27.27;22.979;439;swift
100823A;1282577135.0;20.70601:22:49.4;5.84805:50:52.8;16.9;4.1+/-0.4;2.21509;20.72;5.906;16.9;swift
100816A;1281911871.0;351.73823:26:57.1;26.56826:34:04.8;2.9;20+/-1;1.91138;351.972;26.834;2.9;swift
100814A;1281750611.0;22.47901:29:55;-17.990-17:59:24;174.5;90+/-2;1.89414;22.494;-18.17;174.5;swift
100807A;1281165193.0;55.28303:41:07.9;67.66567:39:54;7.9;3.4+/-0.5;1.7841;55.32;68.342;7.9;swift
100805A;1280974362.0;299.84619:59:23;52.61852:37:04.8;15.0;5.1+/-0.8;1.88061;300.046;53.144;15.0;swift
100802A;1280720736.0;2.48200:09:55.7;47.75247:45:07.2;487;36+/-2;2.0718;2.484;48.23;487;swift
100728B;1280305915.0;44.05102:56:12.2;0.29600:17:45.6;12.1;17+/-1;2.04379;44.08;0.299;12.1;swift
100728A;1280276304.0;88.75305:55:00.7;-15.259-15:15:32.4;198.5;380;1.90402;88.812;-15.412;198.5;swift
100727A;1280202137.0;154.18710:16:44.9;-21.417-21:25:01.2;84;12+/-1;2.16468;154.29;-21.631;84;swift
100725B;1280049874.0;290.02919:20:07;76.95576:57:18;200;68+/-2;2.61517;290.222;77.725;200;swift
100725A;1280034772.0;166.46811:05:52.3;-26.667-26:40:01.2;141;20+/-1;1.86536;166.579;-26.934;141;swift
100724A;1279924939.0;194.56912:58:16.6;-11.095-11:05:42;1.4;1.6+/-0.2;1.94442;194.699;-11.206;1.4;swift
100719A;1279503057.0;112.31907:29:16.6;-5.857-05:51:25.2;36.0;5.3+/-0.9;;112.394;-5.916;36.0;swift
100713A;1279024566.0;255.20917:00:50.2;28.39028:23:24;;;2.08549;255.379;28.674;;swift
100704A;1278207308.0;133.63908:54:33.4;-24.202-24:12:07.2;197.5;60+/-2;2.11575;133.728;-24.444;197.5;swift
100702A;1278025427.0;245.69316:22:46.3;-56.549-56:32:56.4;0.16;1.2+/-0.1;2.51457;245.857;-57.114;0.16;swift
100628A;1277705800.0;225.94315:03:46.3;-31.653-31:39:10.8;0.036;0.25+/-0.05;1.7722;226.094;-31.97;0.036;swift
100625A;1277483548.0;15.79601:03:11;-39.091-39:05:27.6;0.33;2.3+/-0.2;2.40449;15.807;-39.482;0.33;swift
100621A;1277082212.0;315.30921:01:14.2;-51.102-51:06:07.2;63.6;210;2.3024;315.519;-51.613;63.6;swift
100619A;1276899667.0;84.61805:38:28.3;-27.012-27:00:43.2;97.5;45+/-1;2.29134;84.674;-27.282;97.5;swift
100615A;1276559943.0;177.20811:48:49.9;-19.483-19:28:58.8;39;50+/-1;2.37643;177.326;-19.678;39;swift
100614A;1276544306.0;263.53417:34:08.2;49.23249:13:55.2;225;27+/-2;1.93274;263.71;49.724;225;swift
100606A;1275844361.0;350.61723:22:28.1;-66.234-66:14:02.4;480;64+/-4;1.77395;350.851;-66.896;480;swift
100528A;1275004085.0;20:44:28.5201:19:60.0;27:48:35.8027:00:00.0;;;2.18126;;;;swift
100526B;1274893238.0;0.77700:03:06.5;-37.913-37:54:46.8;64.0;4.7+/-0.9;1.63456;0.778;-38.292;64.0;swift
100526A;1274883970.0;230.79215:23:10.1;25.62325:37:22.8;102;25+/-2;2.38664;230.946;25.879;102;swift
100522A;1274492752.0;6.99000:27:57.6;9.39709:23:49.2;35.3;21+/-1;2.27533;6.995;9.491;35.3;swift
100518A;1274175215.0;304.799920:19:12;-24.5609-24:33:39.2;;;3.09513;305.003;-24.807;;swift
100514A;1273856038.0;328.82121:55:17;29.17029:10:12;;;2.57282;329.04;29.462;;swift
100513A;1273709228.0;169.60611:18:25.4;3.61703:37:01.2;84;14+/-1;2.25722;169.719;3.653;84;swift
100508A;1273303242.0;76.26305:05:03.1;-20.744-20:44:38.4;52;7.0+/-1.1;1.4311;76.314;-20.951;52;swift
100504A;1272993659.0;255.57517:02:18;-35.590-35:35:24;97.3;24+/-1;3.04124;255.745;-35.946;97.3;swift
100427A;1272349915.0;89.17105:56:41;-3.461-03:27:39.6;;;;89.23;-3.496;;swift
100425A;1272156645.0;299.16119:56:38.6;-26.463-26:27:46.8;37.0;4.7+/-0.9;2.17077;299.36;-26.728;37.0;swift
100424A;1272119562.0;209.45313:57:48.7;1.51201:30:43.2;104;15+/-1;1.65736;209.593;1.527;104;swift
100423A;1271975699.0;136.47109:05:53;21.48721:29:13.2;;85+/-2;;136.562;21.702;;swift
100420A;1271733762.0;296.09019:44:21.6;55.75555:45:18;48;5.7+/-1.0;1.69973;296.287;56.313;48;swift
100418A;1271617808.0;256.35817:05:25.9;11.45711:27:25.2;7.0;3.4+/-0.5;2.26662;256.529;11.572;7.0;swift
100414A;1271204421.0;191.5912:46:21.6;8.5708:34:12;;;1.62773;191.718;8.656;;swift
100413B;1271140961.0;356.826423:47:18.3;51.270451:16:13.4;;4.3+/-0.4;;357.064;51.783;;swift
100413A;1271172808.0;266.22317:44:53.5;15.83515:50:06;191;62+/-2;1.95801;266.4;15.993;191;swift
100401A;1270098451.0;290.81319:23:15.1;-8.257-08:15:25.2;;;;291.007;-8.34;;swift
100331B;1270062518.0;302.98720:11:56.9;-11.067-11:04:01.2;;;1.97894;303.189;-11.178;;swift
100324A;1269386487.0;98.61206:34:26.9;-9.735-09:44:06;~6;0.7+/-0.3;;98.678;-9.832;~6;swift
100316D;1268739890.0;107.59907:10:23.8;-56.275-56:16:30;;3.0+/-0.8;2.49431;107.671;-56.838;;swift
100316C;1268726279.0;32.30902:09:14.2;-67.992-67:59:31.2;9.3;1.8+/-0.3;1.92483;32.331;-68.672;9.3;swift
100316B;1268722896.0;163.49910:53:59.8;-45.464-45:27:50.4;3.8;2.0+/-0.2;2.23535;163.608;-45.919;3.8;swift
100316A;1268702580.0;251.95316:47:48.7;71.81971:49:08.4;7.0;8.2+/-0.9;2.1727;252.121;72.537;7.0;swift
100305A;1267776338.0;168.37311:13:29.5;42.38142:22:51.6;69.7;15+/-2;2.09053;168.485;42.805;69.7;swift
100302A;1267555986.0;195.50413:02:01;74.56874:34:04.8;17.9;3.1+/-0.4;1.9307;195.634;75.314;17.9;swift
100224A;1267021210.0;83.46705:33:52.1;-7.994-07:59:38.4;;0.32+/-0.2;;83.523;-8.074;;swift
100219A;1266588946.0;154.20210:16:48.5;-12.555-12:33:18;18.8;3.7+/-0.6;1.58721;154.305;-12.681;18.8;swift
100216A;1266311220.0;154.26310:17:03.1;35.52435:31:26.4;;0.47+/-0.3;;154.366;35.879;;swift
100213B;1266098314.0;124.32008:17:16.8;43.46443:27:50.4;48.0;;2.05576;124.403;43.899;48.0;swift
100213A;1266096468.0;349.37923:17:31;43.37043:22:12;2.4;2.7+/-0.3;3.0216;349.612;43.804;2.4;swift
100212A;1265980042.0;356.44523:45:46.8;49.49249:29:31.2;136;9.1+/-1.2;2.60885;356.683;49.987;136;swift
100206A;1265459405.0;47.16803:08:40.3;13.17513:10:30;0.12;1.4+/-0.2;3.05207;47.199;13.307;0.12;swift
100205A;1265339923.0;141.38509:25:32.4;31.74031:44:24;26.0;4.0+/-0.7;2.0619;141.479;32.057;26.0;swift
100203A;1265218267.0;96.22506:24:54;4.79304:47:34.8;;;;96.289;4.841;;swift
100119A;1263921925.0;299.30819:57:13.9;-53.149-53:08:56.4;23.8;140;;299.508;-53.68;23.8;swift
100117A;1263758779.0;11.28000:45:07.2;-1.586-01:35:09.6;0.3;0.93+/-0.13;2.3;11.288;-1.602;0.3;swift
100115A;1263550519.0;3.33300:13:19.9;-0.817-00:49:01.2;~3;;1.98954;3.335;-0.825;~3;swift
100111A;1263179569.0;247.02916:28:07;15.53915:32:20.4;12.9;6.7+/-0.5;2.02036;247.194;15.694;12.9;swift
100103A;1262536952.0;112.36607:29:27.8;-34.482-34:28:55.2;;;2.76597;112.441;-34.827;;swift
091230;1262150850.0;132.914608:51:39.5;-53.8825-53:52:57;;;2.23296;133.003;-54.421;;swift
091221;1261425172.0;55.79803:43:11.5;23.24323:14:34.8;68.5;57+/-2;1.71365;55.835;23.475;68.5;swift
091208B;1260262197.0;29.41101:57:38.6;16.88116:52:51.6;14.9;33+/-2;2.03333;29.431;17.05;14.9;swift
091208A;1260258360.0;0.29500:01:10.8;65.68065:40:48;29.1;15+/-1;;0.295;66.337;29.1;swift
091202;1259791812.0;138.831209:15:19.5;62.54462:32:38.4;;;1.97999;138.924;63.169;;swift
091130B;1259600344.0;203.14913:32:35.8;34.08634:05:09.6;112.5;13+/-1;2.3674;203.284;34.427;112.5;swift
091127;1259360745.0;36.58102:26:19.4;-18.948-18:56:52.8;7.1;90+/-3;1.80187;36.605;-19.137;7.1;swift
091117;1258476269.0;30.94502:03:46.8;-16.944-16:56:38.4;0.43;3.5+/-1.2;;30.966;-17.113;0.43;swift
091112;1258044081.0;257.75117:11:00.2;-36.729-36:43:44.4;17;21+/-4;;257.923;-37.096;17;swift
