GRB Name;Trigger Time;BAT Ra;BAT Dec;BAT T90;BAT Fluence;XRTSpectral Index;Ra;Dec;Normalised Duration;source
070129;1170110110.0;36.99502:27:58.8;11.72811:43:40.8;460.600;29.80+/-2.67;2.27617;37.02;11.845;460.600;swift
070126;1169775206.0;33.50302:14:00.7;-73.553-73:33:10.8;51;1.63+/-0.62;;33.525;-74.289;51;swift
070125;1169679600.0;117.85007:51:24;31.14031:08:24;;;2.0266;117.929;31.451;;swift
070110;1168410162.0;0.93400:03:44.2;-52.978-52:58:40.8;88.400;16.20+/-1.08;2.08596;0.935;-53.508;88.400;swift
070107;1168167918.0;159.42210:37:41.3;-53.202-53:12:07.2;347.300;51.70+/-2.64;2.07615;159.528;-53.734;347.300;swift
070103;1167853599.0;352.58123:30:19.4;26.82326:49:22.8;18.600;3.38+/-0.46;2.31333;352.816;27.091;18.600;swift
061222B;1166757062.0;105.35307:01:24.7;-25.866-25:51:57.6;40.000;22.40+/-1.83;1.91478;105.423;-26.125;40.000;swift
061222A;1166754532.0;358.25423:53:01;46.52446:31:26.4;71.400;79.90+/-1.58;1.92748;358.493;46.989;71.400;swift
061218;1166411106.0;149.26009:57:02.4;-35.217-35:13:01.2;6.500;0.41+/-0.15;;149.36;-35.569;6.500;swift
061217;1166323208.0;160.40310:41:36.7;-21.152-21:09:07.2;0.210;0.42+/-0.07;9.998;160.51;-21.364;0.210;swift
061210;1165749639.0;144.52109:38:05;15.61315:36:46.8;85.300;11.10+/-1.76;2.85715;144.617;15.769;85.300;swift
061202;1165043505.0;105.25507:01:01.2;-74.602-74:36:07.2;91.200;34.20+/-1.33;2.21627;105.325;-75.348;91.200;swift
061201;1164985117.0;332.07922:08:19;-74.568-74:34:04.8;0.760;3.34+/-0.27;1.65934;332.3;-75.314;0.760;swift
061126;1164527276.0;86.61505:46:27.6;64.20464:12:14.4;70.800;67.70+/-2.21;1.91794;86.673;64.846;70.800;swift
061122;1164178605.0;303.837020:15:20.9;15.514115:30:50.8;;;2.00784;304.04;15.669;;swift
061121;1164118949.0;147.22809:48:54.7;-13.188-13:11:16.8;81.300;137.00+/-1.99;1.90181;147.326;-13.32;81.300;swift
061110B;1163192326.0;323.91221:35:38.9;6.87206:52:19.2;134.000;13.30+/-1.21;2.21817;324.128;6.941;134.000;swift
061110A;1163155641.0;336.28422:25:08.2;-2.252-02:15:07.2;40.700;10.60+/-0.76;1.82722;336.508;-2.275;40.700;swift
061102;1162425631.0;148.39409:53:34.6;-17.022-17:01:19.2;45.600;2.79+/-0.67;1.7;148.493;-17.192;45.600;swift
061028;1161991582.0;97.19306:28:46.3;46.29046:17:24;106.200;9.66+/-1.72;2.61189;97.258;46.753;106.200;swift
061027;1161936902.0;270.99218:03:58.1;-82.239-82:14:20.4;150;2.97+/-0.93;;271.173;-83.061;150;swift
061025;1161794150.0;300.912120:03:38.9;-48.2442-48:14:39.1;;;1.77638;301.113;-48.727;;swift
061021;1161437948.0;145.14609:40:35;-21.953-21:57:10.8;46.200;29.60+/-1.01;1.99282;145.243;-22.173;46.200;swift
061019;1161224347.0;91.67506:06:42;29.52729:31:37.2;183.800;25.90+/-4.05;2.08231;91.736;29.822;183.800;swift
061007;1160208489.0;46.29903:05:11.8;-50.496-50:29:45.6;75.300;444.00+/-5.62;1.99824;46.33;-51.001;75.300;swift
061006;1160145951.0;110.99807:23:59.5;-79.195-79:11:42;129.900;14.20+/-1.42;1.86722;111.072;-79.987;129.900;swift
061004;1159984231.0;97.79506:31:10.8;-45.903-45:54:10.8;6.200;5.66+/-0.31;1.97692;97.86;-46.362;6.200;swift
061002;1159743810.0;220.35614:41:25.4;48.72648:43:33.6;17.600;6.77+/-0.81;2.49792;220.503;49.213;17.600;swift
060929;1159552501.0;263.14817:32:35.5;29.82529:49:30;554.000;8.30+/-2.30;2.2745;263.323;30.123;554.000;swift
060927;1159358855.0;329.54721:58:11.3;5.37005:22:12;22.500;11.30+/-0.68;1.94856;329.767;5.424;22.500;swift
060926;1159282122.0;263.92617:35:42.2;13.03913:02:20.4;8.000;2.19+/-0.25;2.00443;264.102;13.169;8.000;swift
060923C;1159011183.0;346.12223:04:29.3;3.94303:56:34.8;75.800;15.80+/-2.24;2.23639;346.353;3.982;75.800;swift
060923B;1159004286.0;238.19315:52:46.3;-30.907-30:54:25.2;8.600;4.80+/-0.62;2.307;238.352;-31.216;8.600;swift
060923A;1158981135.0;254.62316:58:29.5;12.34112:20:27.6;51.700;8.69+/-1.33;1.95494;254.793;12.464;51.700;swift
060919;1158644919.0;276.90018:27:36;-50.994-50:59:38.4;9.100;5.46+/-0.64;2.04524;277.085;-51.504;9.100;swift
060912A;1158062154.0;5.28500:21:08.4;20.97120:58:15.6;5.000;13.50+/-0.62;1.8948;5.289;21.181;5.000;swift
060908;1157698642.0;31.82802:07:18.7;0.33500:20:06;19.300;28.00+/-1.11;2.13395;31.849;0.338;19.300;swift
060906;1157524367.0;40.70902:42:50.2;30.36230:21:43.2;43.500;22.10+/-1.36;2.07859;40.736;30.666;43.500;swift
060904B;1157329864.0;58.21803:52:52.3;-0.729-00:43:44.4;171.500;16.20+/-1.43;2.18877;58.257;-0.736;171.500;swift
060904A;1157324601.0;237.73115:50:55.4;44.98444:59:02.4;80.100;77.20+/-1.51;1.25257;237.889;45.434;80.100;swift
060901;1157129040.0;287.1575819:08:37.8;-6.63957-06:38:22.5;;;1.94614;287.349;-6.706;;swift
060825;1156467598.0;18.13201:12:31.7;55.79655:47:45.6;8.000;9.63+/-0.48;1.75999;18.144;56.354;8.000;swift
060814;1155589339.0;221.33814:45:21.1;20.59120:35:27.6;145.300;146.00+/-2.39;2.11591;221.486;20.797;145.300;swift
060813;1155502223.0;111.89007:27:33.6;-29.844-29:50:38.4;16.100;54.60+/-1.40;1.91821;111.965;-30.142;16.100;swift
060807;1154954495.0;252.52016:50:04.8;31.59131:35:27.6;54.000;8.48+/-1.09;2.11164;252.688;31.907;54.000;swift
060805A;1154746069.0;220.92814:43:42.7;12.58012:34:48;5.300;0.72+/-0.20;2.29321;221.075;12.706;5.300;swift
060804;1154669300.0;112.21907:28:52.6;-27.225-27:13:30;17.800;5.98+/-0.99;2.07301;112.294;-27.497;17.800;swift
060801;1154427375.0;212.98914:11:57.4;16.98816:59:16.8;0.490;0.80+/-0.10;1.67701;213.131;17.158;0.490;swift
060729;1154193149.0;95.28706:21:08.9;-62.221-62:13:15.6;115.300;26.10+/-2.11;1.92492;95.351;-62.843;115.300;swift
060728;1154118271.0;16.64401:06:34.6;-41.390-41:23:24;60;2.29+/-0.70;;16.655;-41.804;60;swift
060719;1153284637.0;18.42001:13:40.8;-48.381-48:22:51.6;66.900;15.00+/-0.91;2.57067;18.432;-48.865;66.900;swift
060717;1153120059.0;170.85711:23:25.7;28.98228:58:55.2;3.000;0.65+/-0.16;3.37577;170.971;29.272;3.000;swift
060714;1152882720.0;227.85515:11:25.2;-6.544-06:32:38.4;115.000;28.30+/-1.67;2.04425;228.007;-6.609;115.000;swift
060712;1152731264.0;184.06712:16:16.1;35.54035:32:24;26.300;12.40+/-2.17;2.85264;184.19;35.895;26.300;swift
060708;1152353759.0;7.83100:31:19.4;-33.751-33:45:03.6;10.200;4.94+/-0.37;2.20484;7.836;-34.089;10.200;swift
060707;1152300619.0;357.06923:48:16.6;-17.904-17:54:14.4;66.200;16.00+/-1.51;2.09345;357.307;-18.083;66.200;swift
060614;1150281829.0;320.87721:23:30.5;-53.027-53:01:37.2;108.700;204.00+/-3.63;1.89544;321.091;-53.557;108.700;swift
060607B;1149715964.0;42.04302:48:10.3;14.75514:45:18;31.100;16.40+/-1.17;;42.071;14.903;31.100;swift
060607A;1149649933.0;329.70521:58:49.2;-22.496-22:29:45.6;102.200;25.50+/-1.12;1.61002;329.925;-22.721;102.200;swift
060605;1149524145.0;322.12821:28:30.7;-6.071-06:04:15.6;79.100;6.97+/-0.90;2.02128;322.343;-6.132;79.100;swift
060604;1149437940.0;337.22422:28:53.8;-10.945-10:56:42;95.000;4.02+/-1.06;2.1711;337.449;-11.054;95.000;swift
060602A;1149276732.0;149.57909:58:19;0.31400:18:50.4;75.000;16.10+/-1.57;7.12842;149.679;0.317;75.000;swift
060526;1148653710.0;232.83415:31:20.2;0.28800:17:16.8;298.200;12.60+/-1.65;1.90677;232.989;0.291;298.200;swift
060522;1148256679.0;322.95421:31:49;2.89502:53:42;71.100;11.40+/-1.11;2.1794;323.169;2.924;71.100;swift
060516;1147754615.0;71.17004:44:40.8;-18.126-18:07:33.6;161.600;10.20+/-1.58;;71.217;-18.307;161.600;swift
060515;1147652873.0;127.27708:29:06.5;73.56173:33:39.6;52.000;14.10+/-1.28;1.71374;127.362;74.297;52.000;swift
060512;1147468401.0;195.74813:02:59.5;41.20941:12:32.4;8.500;2.32+/-0.40;2.70163;195.878;41.621;8.500;swift
060510B;1147242135.0;239.25915:57:02.2;78.59178:35:27.6;275.200;40.70+/-1.76;2.1317;239.419;79.377;275.200;swift
060510A;1147239808.0;95.86006:23:26.4;-1.163-01:09:46.8;20.400;80.50+/-3.12;1.88675;95.924;-1.175;20.400;swift
060507;1146959592.0;89.91105:59:38.6;75.25075:15:00;183.300;44.50+/-2.30;2.07674;89.971;76.002;183.300;swift
060505;1146803761.0;331.77222:07:05.3;-27.815-27:48:54;~4;9.44+/-1.71;1.68055;331.993;-28.093;~4;swift
060502B;1146583481.0;278.92718:35:42.5;52.61852:37:04.8;0.131;0.40+/-0.05;3.06579;279.113;53.144;0.131;swift
060502A;1146531812.0;240.93716:03:44.9;66.60466:36:14.4;28.400;23.10+/-1.02;2.02719;241.098;67.27;28.400;swift
060501;1146464099.0;328.37421:53:29.8;44.00244:00:07.2;21.900;12.20+/-1.03;2.84397;328.593;44.442;21.900;swift
060428B;1146207279.0;235.36915:41:28.6;62.01662:00:57.6;57.900;8.23+/-0.81;2.024;235.526;62.636;57.900;swift
060428A;1146187368.0;123.54008:14:09.6;-37.167-37:10:01.2;39.500;13.90+/-0.78;1.93603;123.622;-37.539;39.500;swift
060427;1146130991.0;124.17708:16:42.5;62.65762:39:25.2;64.000;4.99+/-0.88;2.3374;124.26;63.284;64.000;swift
060424;1145844980.0;7.35900:29:26.2;36.78736:47:13.2;37.500;6.76+/-0.81;;7.364;37.155;37.500;swift
060421;1145572763.0;343.62922:54:31;62.73062:43:48;12.200;12.50+/-0.57;1.55318;343.858;63.357;12.200;swift
060418;1145322368.0;236.43115:45:43.4;-3.640-03:38:24;103.100;83.30+/-2.53;1.94118;236.589;-3.676;103.100;swift
060413;1144946423.0;291.28719:25:08.9;13.74613:44:45.6;147.700;35.60+/-1.47;1.31375;291.481;13.883;147.700;swift
060403;1144062737.0;282.33818:49:21.1;8.32708:19:37.2;30.100;13.50+/-0.73;2.16667;282.526;8.41;30.100;swift
060323;1143120756.0;174.42111:37:41;50.00050:00:00;25.400;6.22+/-0.67;1.98419;174.537;50.5;25.400;swift
060322;1143064821.0;274.23018:16:55.2;-36.710-36:42:36;221.500;52.20+/-2.56;2.86883;274.413;-37.077;221.500;swift
060319;1142726143.0;176.37911:45:31;60.03860:02:16.8;10.600;2.64+/-0.34;2.2574;176.497;60.638;10.600;swift
060313;1142205126.0;66.62504:26:30;-10.858-10:51:28.8;0.740;11.30+/-0.45;1.9637;66.669;-10.967;0.740;swift
060312;1142123773.0;45.78003:03:07.2;12.82712:49:37.2;50.600;19.70+/-0.91;1.85164;45.811;12.955;50.600;swift
060306;1141602551.0;41.09702:44:23.3;-2.163-02:09:46.8;61.200;21.30+/-1.18;2.28823;41.124;-2.185;61.200;swift
060223B;1140720065.0;254.23816:56:57.1;-30.812-30:48:43.2;10.300;16.00+/-0.56;2.0;254.407;-31.12;10.300;swift
060223A;1140671064.0;55.18603:40:44.6;-17.134-17:08:02.4;11.300;6.73+/-0.48;2.01015;55.223;-17.305;11.300;swift
060219;1140385685.0;241.85116:07:24.2;32.30932:18:32.4;62.100;4.28+/-0.80;3.21868;242.012;32.632;62.100;swift
060218;1140230071.0;50.38003:21:31.2;16.91016:54:36;~2100;15.70+/-1.52;3.52495;50.414;17.079;~2100;swift
060211B;1139669715.0;75.08505:00:20.4;14.95914:57:32.4;27.700;4.38+/-0.59;1.74374;75.135;15.109;27.700;swift
060211A;1139647151.0;58.38103:53:31.4;21.48921:29:20.4;126.300;15.70+/-1.37;1.93648;58.42;21.704;126.300;swift
060210;1139543930.0;57.72703:50:54.5;27.01527:00:54;255.000;76.60+/-4.09;2.08163;57.765;27.285;255.000;swift
060206;1139197613.0;202.93313:31:43.9;35.04635:02:45.6;7.600;8.31+/-0.42;2.20424;203.068;35.396;7.600;swift
060204B;1139060064.0;211.80514:07:13.2;27.67527:40:30;139.400;29.50+/-1.78;2.20688;211.946;27.952;139.400;swift
060203;1139007335.0;103.46306:53:51.1;71.84171:50:27.6;68.200;8.98+/-1.28;2.19246;103.532;72.559;68.200;swift
060202;1138866055.0;35.80902:23:14.2;38.37738:22:37.2;198.900;21.30+/-1.65;2.78637;35.833;38.761;198.900;swift
060124;1138114492.0;77.09705:08:23.3;69.72769:43:37.2;~750;4.61+/-0.53;2.00895;77.148;70.424;~750;swift
060123;1138051360.0;179.75011:58:60;45.51345:30:46.8;900;3.0;1.82305;179.87;45.968;900;swift
060121;1137878694.0;137.48809:09:57.1;45.67545:40:30;;;2.28078;137.58;46.132;;swift
060117;1137477002.0;327.91221:51:38.9;-59.982-59:58:55.2;16.900;202.00+/-3.71;;328.131;-60.582;16.900;swift
060116;1137397047.0;84.69805:38:47.5;-5.438-05:26:16.8;105.900;24.10+/-2.61;1.90268;84.754;-5.492;105.900;swift
060115;1137326881.0;54.00703:36:01.7;17.33917:20:20.4;139.600;17.10+/-1.50;2.10553;54.043;17.512;139.600;swift
060111B;1137006943.0;286.45619:05:49.4;70.38070:22:48;58.800;16.00+/-1.42;2.23279;286.647;71.084;58.800;swift
060111A;1136949786.0;276.19318:24:46.3;37.60037:36:00;13.200;12.00+/-0.58;2.19241;276.377;37.976;13.200;swift
060110;1136876478.0;72.73704:50:56.9;28.42828:25:40.8;26.000;15.70+/-0.70;1.85393;72.785;28.712;26.000;swift
060109;1136822081.0;282.73518:50:56.4;32.01132:00:39.6;115.400;6.55+/-1.03;2.26511;282.923;32.331;115.400;swift
060108;1136727552.0;147.01309:48:03.1;31.93531:56:06;14.300;3.69+/-0.37;2.00568;147.111;32.254;14.300;swift
060105;1136440167.0;297.48519:49:56.4;46.35646:21:21.6;54.400;176.00+/-3.04;2.05166;297.683;46.82;54.400;swift
060102;1136233048.0;328.83921:55:21.4;-1.837-01:50:13.2;19.000;2.34+/-0.50;;329.058;-1.855;19.000;swift
051227;1135703236.0;125.23108:20:55.4;31.94931:56:56.4;114.600;6.99+/-1.08;1.99396;125.314;32.268;114.600;swift
051221B;1135191800.0;312.37820:49:30.7;53.04153:02:27.6;39.900;9.17+/-1.04;2.07809;312.586;53.571;39.900;swift
051221A;1135126276.0;328.71521:54:51.6;16.88816:53:16.8;1.400;11.50+/-0.35;2.0589;328.934;17.057;1.400;swift
051213;1134454384.0;252.08416:48:20.2;-59.233-59:13:58.8;71.100;7.82+/-1.03;;252.252;-59.825;71.100;swift
051211B;1134335144.0;345.68823:02:45.1;55.07955:04:44.4;;;2.10893;345.918;55.63;;swift
051210;1134189981.0;330.19222:00:46.1;-57.622-57:37:19.2;1.300;0.85+/-0.14;3.05422;330.412;-58.198;1.300;swift
051117B;1132230174.0;85.20505:40:49.2;-19.286-19:17:09.6;9.000;1.77+/-0.37;1.63498;85.262;-19.479;9.000;swift
051117A;1132221080.0;228.39815:13:35.5;30.86830:52:04.8;136.300;43.40+/-1.55;2.26939;228.55;31.177;136.300;swift
051114;1131937888.0;226.29015:05:09.6;60.15460:09:14.4;2.2;1.28+/-0.23;;226.441;60.756;2.2;swift
051113;1131891755.0;187.24212:28:58.1;-26.395-26:23:42;93.300;25.60+/-2.14;;187.367;-26.659;93.300;swift
051111;1131685181.0;348.13623:12:32.6;18.36718:22:01.2;46.100;40.80+/-1.34;2.23019;348.368;18.551;46.100;swift
051109B;1131521979.0;345.46923:01:52.6;38.66338:39:46.8;14.300;2.56+/-0.41;2.12549;345.699;39.05;14.300;swift
051109A;1131495141.0;330.31622:01:15.8;40.85040:51:00;37.200;22.00+/-2.72;2.06584;330.536;41.258;37.200;swift
051105A;1131168401.0;265.27917:41:07;34.91634:54:57.6;0.093;0.22+/-0.04;;265.456;35.265;0.093;swift
051028;1130499361.0;;;;;2.24216;;;;swift
051022;1129979278.0;359.00023:55:60;19.59819:35:52.8;;;2.06958;359.239;19.794;;swift
051021B;1129930314.0;126.05908:24:14.2;-45.534-45:32:02.4;46.500;8.35+/-0.91;1.75943;126.143;-45.989;46.500;swift
051021A;1129893717.0;29.10001:56:24;9.11809:07:04.8;;;2.09946;29.119;9.209;;swift
051016B;1129480089.0;132.12308:48:29.5;13.62913:37:44.4;4.000;1.70+/-0.22;1.89482;132.211;13.765;4.000;swift
051016A;1129433011.0;122.81408:11:15.4;-18.299-18:17:56.4;23.000;8.37+/-1.38;3.23262;122.896;-18.482;23.000;swift
051012;1129129554.0;270.51318:02:03.1;-52.799-52:47:56.4;13;3.04+/-0.42;1.80175;270.693;-53.327;13;swift
051008;1128782001.0;202.86513:31:27.6;42.10342:06:10.8;>32;50.90+/-1.45;1.95344;203.0;42.524;>32;swift
051006;1128623433.0;110.80707:23:13.7;9.51009:30:36;34.800;13.40+/-1.41;2.24489;110.881;9.605;34.800;swift
051001;1128157896.0;350.98423:23:56.2;-31.515-31:30:54;189.100;17.40+/-1.47;2.34019;351.218;-31.83;189.100;swift
050925;1127631874.0;303.49020:13:57.6;34.32934:19:44.4;0.070;0.76+/-0.09;;303.692;34.672;0.070;swift
050922C;1127411750.0;317.38321:09:31.9;-8.764-08:45:50.4;4.500;16.20+/-0.54;2.2119;317.595;-8.852;4.500;swift
050922B;1127394120.0;5.79000:23:09.6;-5.607-05:36:25.2;150.900;22.30+/-3.56;2.61464;5.794;-5.663;150.900;swift
050916;1126881352.0;135.97909:03:55;-51.406-51:24:21.6;49.500;9.29+/-1.27;1.65619;136.07;-51.92;49.500;swift
050915B;1126812184.0;219.10914:36:26.2;-67.411-67:24:39.6;40.900;33.80+/-1.37;2.29971;219.255;-68.085;40.900;swift
050915A;1126776162.0;81.68805:26:45.1;-28.014-28:00:50.4;52.000;8.50+/-0.88;2.2121;81.742;-28.294;52.000;swift
050911;1126447174.0;13.71000:54:50.4;-38.856-38:51:21.6;16.200;3.17+/-0.58;;13.719;-39.245;16.200;swift
050908;1126150951.0;20.45701:21:49.7;-12.950-12:57:00;19.400;4.83+/-0.51;2.74883;20.471;-13.079;19.400;swift
050906;1125995525.0;52.80203:31:12.5;-14.621-14:37:15.6;0.258;0.06+/-0.02;;52.837;-14.767;0.258;swift
050904;1125791504.0;13.77000:55:04.8;14.18914:11:20.4;174.200;48.30+/-1.80;1.90813;13.779;14.331;174.200;swift
050827;1125161835.0;64.29404:17:10.6;18.21918:13:08.4;50.000;21.00+/-1.21;1.92651;64.337;18.401;50.000;swift
050826;1125029890.0;87.76105:51:02.6;-2.658-02:39:28.8;35.500;4.13+/-0.72;2.45742;87.82;-2.685;35.500;swift
050824;1124917936.0;12.26400:49:03.4;22.60222:36:07.2;22.600;2.66+/-0.52;1.94709;12.272;22.828;22.600;swift
050822;1124675369.0;51.10603:24:25.4;-46.030-46:01:48;103.400;24.60+/-1.72;2.1128;51.14;-46.49;103.400;swift
050820B;1124574627.0;135.60709:02:25.7;-72.640-72:38:24;12.000;20.60+/-0.58;1.97536;135.697;-73.366;12.000;swift
050820A;1124512493.0;337.41622:29:39.8;19.56019:33:36;26;34.40+/-2.42;1.96878;337.641;19.756;26;swift
050819;1124461435.0;358.75123:55:00.2;24.87124:52:15.6;37.700;3.50+/-0.55;2.17698;358.99;25.12;37.700;swift
050815;1124119519.0;293.58419:34:20.2;9.13909:08:20.4;2.900;0.79+/-0.15;1.60158;293.78;9.23;2.900;swift
050814;1124012337.0;264.19617:36:47;46.32446:19:26.4;150.900;20.10+/-2.20;1.97267;264.372;46.787;150.900;swift
050813;1123908310.0;242.00116:08:00.2;11.24411:14:38.4;0.450;0.44+/-0.11;2.30189;242.162;11.356;0.450;swift
050803;1123089240.0;350.65023:22:36;5.78805:47:16.8;87.900;21.50+/-1.35;2.11696;350.884;5.846;87.900;swift
050802;1122970082.0;219.28314:37:07.9;27.79927:47:56.4;19.000;20.00+/-1.57;1.8557;219.429;28.077;19.000;swift
050801;1122913682.0;204.14413:36:34.6;-21.930-21:55:48;19.400;3.10+/-0.48;1.91816;204.28;-22.149;19.400;swift
050730;1122746303.0;212.06914:08:16.6;-3.754-03:45:14.4;156.500;23.80+/-1.52;1.6177;212.21;-3.792;156.500;swift
050726;1122346818.0;200.02413:20:05.8;-32.064-32:03:50.4;49.900;19.40+/-2.12;2.0163;200.157;-32.385;49.900;swift
050724;1122201249.0;246.17516:24:42;-27.526-27:31:33.6;96.000;9.98+/-1.20;1.80056;246.339;-27.801;96.000;swift
050721;1121912954.0;253.45316:53:48.7;-28.386-28:23:09.6;98.400;36.20+/-3.16;1.85477;253.622;-28.67;98.400;swift
050717;1121589052.0;214.34814:17:23.5;-50.541-50:32:27.6;85.000;63.10+/-1.75;1.78985;214.491;-51.046;85.000;swift
050716;1121510164.0;338.59322:34:22.3;38.68338:40:58.8;69.100;61.70+/-2.43;2.1074;338.819;39.07;69.100;swift
050715;1121459426.0;155.64110:22:33.8;-0.029-00:01:44.4;51.600;14.90+/-1.38;;155.745;-0.029;51.600;swift
050714B;1121373632.0;169.69111:18:45.8;-15.547-15:32:49.2;46.700;5.95+/-1.05;3.70712;169.804;-15.702;46.700;swift
050714A;1121292356.0;43.586302:54:20.7;69.126169:07:34;;;2.36146;43.615;69.817;;swift
050713B;1121249238.0;307.82120:31:17;60.93660:56:09.6;54.200;31.80+/-3.18;2.08205;308.026;61.545;54.200;swift
050713A;1121221742.0;320.58521:22:20.4;77.07277:04:19.2;124.700;51.10+/-2.12;2.20048;320.799;77.843;124.700;swift
050712;1121169628.0;77.72205:10:53.3;64.92464:55:26.4;51.600;10.80+/-1.19;2.12609;77.774;65.573;51.600;swift
050701;1120210979.0;227.24115:08:57.8;-59.399-59:23:56.4;21.800;13.60+/-0.68;2.32535;227.392;-59.993;21.800;swift
050607;1118128283.0;300.18020:00:43.2;9.13909:08:20.4;26.400;5.92+/-0.55;2.32143;300.38;9.23;26.400;swift
050603;1117772945.0;39.98202:39:55.7;-25.175-25:10:30;12.400;63.60+/-2.29;2.01829;40.009;-25.427;12.400;swift
050528;1117246005.0;353.52423:34:05.8;45.95745:57:25.2;11.300;4.48+/-0.70;;353.76;46.417;11.300;swift
050525A;1116972173.0;278.14218:32:34.1;26.33526:20:06;8.800;153.00+/-2.21;2.08914;278.327;26.598;8.800;swift
050522;1116734421.0;200.146813:20:35.2;24.791624:47:29.8;;;;200.28;25.04;;swift
050520;1116540353.0;192.508712:50:02.1;30.450630:27:02.2;;;0.20856;192.637;30.755;;swift
050509B;1115604019.0;189.04612:36:11;28.97428:58:26.4;0.073;0.09+/-0.02;1.88486;189.172;29.264;0.073;swift
050509A;1115595989.0;310.57320:42:17.5;54.07654:04:33.6;11.400;3.41+/-0.34;2.17559;310.78;54.617;11.400;swift
050507;1115498598.0;48.06303:12:15.1;-11.064-11:03:50.4;>15;1.67+/-0.32;;48.095;-11.175;>15;swift
050505;1115328141.0;141.76009:27:02.4;30.26630:15:57.6;58.900;24.90+/-1.79;2.01835;141.855;30.569;58.900;swift
050504;1115186452.0;200.998613:23:59.7;40.695940:41:45.2;;;2.77018;201.133;41.103;;swift
050502B;1115018740.0;142.53509:30:08.4;16.98716:59:13.2;17.700;4.78+/-0.42;1.96022;142.63;17.157;17.700;swift
050422;1114149160.0;324.50721:38:01.7;55.78855:47:16.8;59.300;6.07+/-0.74;2.22501;324.723;56.346;59.300;swift
050421;1114049512.0;307.34120:29:21.8;73.67873:40:40.8;15.000;1.45+/-0.40;2.29859;307.546;74.415;15.000;swift
050418;1113814835.0;44.33402:57:20.2;-18.541-18:32:27.6;82.300;52.10+/-1.83;;44.364;-18.726;82.300;swift
050416B;1113683754.0;133.84808:55:23.5;11.18611:11:09.6;3.400;10.80+/-0.97;;133.937;11.298;3.400;swift
050416A;1113642284.0;188.48512:33:56.4;21.05821:03:28.8;2.500;3.67+/-0.37;2.06183;188.611;21.269;2.500;swift
050412;1113277443.0;181.09912:04:23.8;-1.193-01:11:34.8;26.500;6.18+/-0.55;2.99618;181.22;-1.205;26.500;swift
050410;1113128074.0;89.75705:59:01.7;79.60579:36:18;42.500;41.50+/-2.25;1.94913;89.817;80.401;42.500;swift
050408;1112970171.0;180.56312:02:15.1;10.86710:52:01.2;;;2.13897;180.683;10.976;;swift
050406;1112795928.0;34.41002:17:38.4;-50.180-50:10:48;5.400;0.68+/-0.14;2.32091;34.433;-50.682;5.400;swift
050401;1112358015.0;247.87316:31:29.5;2.18502:11:06;33.300;82.20+/-3.06;1.78711;248.038;2.207;33.300;swift
050326;1111827236.0;6.87100:27:29;-71.377-71:22:37.2;29.300;88.60+/-1.55;2.03695;6.876;-72.091;29.300;swift
050319;1111221078.0;154.17210:16:41.3;43.58143:34:51.6;152.500;13.10+/-1.48;2.01045;154.275;44.017;152.500;swift
050318;1111157077.0;49.69503:18:46.8;-46.386-46:23:09.6;32;10.80+/-0.77;1.98053;49.728;-46.85;32;swift
050315;1110916783.0;306.47620:25:54.2;-42.591-42:35:27.6;95.600;32.20+/-1.46;1.99544;306.68;-43.017;95.600;swift
050306;1110076392.0;282.30918:49:14.2;-9.152-09:09:07.2;158.300;115.00+/-4.34;;282.497;-9.244;158.300;swift
050223;1109124546.0;271.39418:05:34.6;-62.465-62:27:54;22.500;6.36+/-0.65;1.79783;271.575;-63.09;22.500;swift
050219B;1108843551.0;81.30605:25:13.4;-57.758-57:45:28.8;30.700;158.00+/-5.00;2.17514;81.36;-58.336;30.700;swift
050219A;1108813201.0;166.41611:05:39.8;-40.681-40:40:51.6;23.700;41.10+/-1.58;1.57988;166.527;-41.088;23.700;swift
050215B;1108431223.0;174.46311:37:51.1;40.79740:47:49.2;8.100;2.27+/-0.29;1.69583;174.579;41.205;8.100;swift
050215A;1108430129.0;348.40323:13:36.7;49.32849:19:40.8;87.300;7.08+/-1.08;;348.635;49.821;87.300;swift
050202;1107311715.0;290.58419:22:20.2;-38.730-38:43:48;0.270;0.30+/-0.06;;290.778;-39.117;0.270;swift
050128;1106882395.0;219.58714:38:20.9;-34.765-34:45:54;19.200;50.20+/-2.29;1.9874;219.733;-35.113;19.200;swift
050126;1106737254.0;278.11518:32:27.6;42.38442:23:02.4;24.800;8.38+/-0.80;2.25175;278.3;42.808;24.800;swift
050124;1106562603.0;192.87712:51:30.5;13.03913:02:20.4;4.000;11.90+/-0.66;1.96901;193.006;13.169;4.000;swift
050117;1105962756.0;358.47923:53:55;65.93965:56:20.4;166.600;88.10+/-2.33;;358.718;66.598;166.600;swift
041228;1104227354.0;336.64222:26:34.1;5.03205:01:55.2;55.400;34.90+/-1.52;;336.866;5.082;55.400;swift
041226;1104089659.0;79.68905:18:45.4;73.32973:19:44.4;89.700;3.21+/-0.83;;79.742;74.062;89.700;swift
